po_id,material_id,vendor_id,order_date,delivery_date,quantity,is_delivery_date_given,lead_time,is_po_qty_given
PO100741,M0171,V019,2025-02-13,2025-03-31,392,Yes,46.0,Yes
PO100742,M0085,V014,2025-06-15,2025-08-03,257,Yes,49.0,Yes
PO100743,M0084,V012,2025-03-25,2025-03-30,165,Yes,5.0,Yes
PO100745,M0125,V048,2025-10-03,2025-12-02,22,Yes,60.0,Yes
PO100746,M0008,V032,2025-02-28,2025-04-23,70,Yes,54.0,Yes
PO100747,M0017,V001,2025-04-05,2025-04-16,381,Yes,11.0,Yes
PO100748,M0122,V008,2025-10-12,2025-12-05,405,Yes,54.0,Yes
PO100749,M0029,V036,2025-04-28,2025-05-30,96,Yes,32.0,Yes
PO100750,M0090,V023,2025-01-15,2025-02-03,163,Yes,19.0,Yes
PO100751,M0123,V005,2025-12-04,2025-12-20,79,Yes,16.0,Yes
PO100752,M0119,V003,2025-04-29,2025-06-24,5,Yes,56.0,Yes
PO100753,M0044,V027,2025-02-18,2025-04-08,316,Yes,49.0,Yes
PO100754,M0073,V031,2025-01-18,2025-02-25,120,Yes,38.0,Yes
PO100755,M0197,V037,2025-07-09,2025-08-12,302,Yes,34.0,Yes
PO100756,M0090,V020,2025-04-27,2025-05-05,178,Yes,8.0,Yes
PO100757,M0155,V037,2025-04-02,2025-05-12,176,Yes,40.0,Yes
PO100758,M0148,V029,2025-09-27,2025-10-17,390,Yes,20.0,Yes
PO100759,M0033,V022,2025-07-06,2025-09-03,217,Yes,59.0,Yes
PO100761,M0027,V025,2025-02-14,2025-03-20,366,Yes,34.0,Yes
PO100762,M0104,V031,2025-02-04,2025-02-17,187,Yes,13.0,Yes
PO100763,M0183,V047,2025-06-13,2025-08-08,232,Yes,56.0,Yes
PO100764,M0028,V039,2025-01-05,2025-02-08,255,Yes,34.0,Yes
PO100765,M0084,V009,2025-04-12,2025-05-29,413,Yes,47.0,Yes
PO100766,M0143,V049,2025-06-22,2025-07-30,455,Yes,38.0,Yes
PO100767,M0167,V009,2025-09-09,2025-10-19,104,Yes,40.0,Yes
PO100768,M0019,V033,2025-02-20,2025-04-04,77,Yes,43.0,Yes
PO100769,M0078,V041,2025-07-26,2025-08-20,230,Yes,25.0,Yes
PO100770,M0137,V030,2025-01-15,2025-03-09,402,Yes,53.0,Yes
PO100771,M0119,V049,2025-08-13,2025-09-15,258,Yes,33.0,Yes
PO100772,M0103,V029,2025-01-17,2025-03-02,264,Yes,44.0,Yes
PO100773,M0152,V043,2025-03-02,2025-04-28,331,Yes,57.0,Yes
PO100774,M0106,V029,2025-07-11,2025-08-31,481,Yes,51.0,Yes
PO100775,M0062,V010,2025-01-20,2025-02-26,182,Yes,37.0,Yes
PO100776,M0159,V047,2025-02-01,2025-03-05,381,Yes,32.0,Yes
PO100777,M0063,V021,2025-06-03,2025-07-31,256,Yes,58.0,Yes
PO100778,M0141,V006,2025-06-02,2025-07-12,38,Yes,40.0,Yes
PO100780,M0124,V040,2025-05-23,2025-06-07,27,Yes,15.0,Yes
PO100781,M0099,V043,2025-04-04,2025-05-26,276,Yes,52.0,Yes
PO100782,M0017,V040,2025-02-04,2025-04-05,140,Yes,60.0,Yes
PO100783,M0088,V027,2025-02-20,2025-03-27,299,Yes,35.0,Yes
PO100784,M0054,V025,2025-01-25,2025-02-27,445,Yes,33.0,Yes
PO100785,M0178,V015,2025-10-14,2025-11-04,287,Yes,21.0,Yes
PO100786,M0152,V026,2025-04-16,2025-06-08,91,Yes,53.0,Yes
PO100787,M0111,V022,2025-03-03,2025-03-23,480,Yes,20.0,Yes
PO100788,M0112,V035,2025-03-16,2025-05-13,61,Yes,58.0,Yes
PO100789,M0146,V003,2025-12-20,2026-02-03,458,Yes,45.0,Yes
PO100790,M0088,V043,2025-01-20,2025-02-11,451,Yes,22.0,Yes
PO100791,M0140,V029,2025-04-16,2025-06-09,365,Yes,54.0,Yes
PO100792,M0178,V048,2025-03-26,2025-05-19,347,Yes,54.0,Yes
PO100793,M0061,V018,2025-04-24,2025-06-01,163,Yes,38.0,Yes
PO100794,M0045,V042,2025-01-03,2025-02-08,351,Yes,36.0,Yes
PO100795,M0170,V006,2025-09-04,2025-10-19,143,Yes,45.0,Yes
PO100796,M0172,V011,2025-11-19,2025-12-09,400,Yes,20.0,Yes
PO100797,M0020,V046,2025-04-10,2025-05-02,253,Yes,22.0,Yes
PO100798,M0190,V002,2025-05-24,2025-06-26,269,Yes,33.0,Yes
PO100799,M0183,V037,2025-11-03,2025-11-12,369,Yes,9.0,Yes
PO100800,M0147,V041,2025-05-28,2025-07-17,291,Yes,50.0,Yes
PO100802,M0030,V050,2025-04-14,2025-05-04,187,Yes,20.0,Yes
PO100803,M0152,V046,2025-04-22,2025-05-14,405,Yes,22.0,Yes
PO100804,M0153,V020,2025-03-08,2025-04-03,499,Yes,26.0,Yes
PO100805,M0119,V036,2025-06-10,2025-07-05,438,Yes,25.0,Yes
PO100806,M0084,V042,2025-11-23,2026-01-01,459,Yes,39.0,Yes
PO100807,M0143,V008,2025-11-08,2025-11-18,414,Yes,10.0,Yes
PO100808,M0025,V042,2025-03-13,2025-03-26,304,Yes,13.0,Yes
PO100809,M0114,V036,2025-01-15,2025-01-29,291,Yes,14.0,Yes
PO100810,M0046,V006,2026-05-18,2026-06-06,86,Yes,19.0,Yes
PO100811,M0079,V013,2025-08-08,2025-09-06,166,Yes,29.0,Yes
PO100812,M0104,V040,2025-01-16,2025-03-06,415,Yes,49.0,Yes
PO100813,M0018,V035,2025-11-01,2025-11-15,462,Yes,14.0,Yes
PO100814,M0154,V037,2025-09-02,2025-10-22,408,Yes,50.0,Yes
PO100815,M0028,V049,2025-03-29,2025-04-16,114,Yes,18.0,Yes
PO100816,M0176,V004,2025-04-18,2025-04-27,433,Yes,9.0,Yes
PO100817,M0153,V037,2025-03-03,2025-04-03,480,Yes,31.0,Yes
PO100818,M0198,V034,2025-01-07,2025-02-07,356,Yes,31.0,Yes
PO100819,M0098,V013,2025-02-18,2025-03-16,416,Yes,26.0,Yes
PO100820,M0084,V049,2025-07-14,2025-08-22,183,Yes,39.0,Yes
PO100821,M0127,V031,2025-01-01,2025-02-04,207,Yes,34.0,Yes
PO100822,M0166,V033,2025-02-18,2025-03-21,256,Yes,31.0,Yes
PO100823,M0170,V002,2025-03-02,2025-03-10,235,Yes,8.0,Yes
PO100824,M0016,V008,2025-04-03,2025-04-21,442,Yes,18.0,Yes
PO100825,M0024,V043,2025-10-30,2025-12-27,355,Yes,58.0,Yes
PO100826,M0056,V035,2025-02-21,2025-03-24,3,Yes,31.0,Yes
PO100827,M0036,V012,2025-02-21,2025-03-22,208,Yes,29.0,Yes
PO100828,M0149,V002,2025-06-10,2025-08-03,197,Yes,54.0,Yes
PO100829,M0194,V018,2025-03-14,2025-04-25,341,Yes,42.0,Yes
PO100831,M0001,V014,2025-03-14,2025-03-20,138,Yes,6.0,Yes
PO100832,M0194,V016,2025-01-19,2025-03-19,339,Yes,59.0,Yes
PO100833,M0038,V046,2025-01-24,2025-03-18,25,Yes,53.0,Yes
PO100834,M0170,V038,2025-03-24,2025-05-04,68,Yes,41.0,Yes
PO100835,M0039,V029,2025-03-07,2025-04-05,61,Yes,29.0,Yes
PO100836,M0116,V006,2025-10-23,2025-11-27,29,Yes,35.0,Yes
PO100838,M0075,V035,2025-04-15,2025-05-12,19,Yes,27.0,Yes
PO100839,M0100,V039,2025-05-01,2025-05-25,171,Yes,24.0,Yes
PO100840,M0158,V021,2025-01-02,2025-02-24,450,Yes,53.0,Yes
PO100841,M0148,V026,2025-05-11,2025-06-09,74,Yes,29.0,Yes
PO100842,M0115,V038,2025-01-24,2025-03-24,61,Yes,59.0,Yes
PO100843,M0051,V003,2026-01-25,2026-03-24,427,Yes,58.0,Yes
PO100844,M0053,V032,2025-01-20,2025-02-20,153,Yes,31.0,Yes
PO100845,M0175,V002,2025-03-06,2025-04-14,276,Yes,39.0,Yes
PO100846,M0082,V022,2025-01-11,2025-03-04,48,Yes,52.0,Yes
PO100847,M0077,V028,2026-11-24,2027-01-15,211,Yes,52.0,Yes
PO100848,M0146,V012,2025-03-25,2025-05-03,343,Yes,39.0,Yes
PO100849,M0174,V027,2025-04-19,2025-06-14,408,Yes,56.0,Yes
PO100850,M0078,V002,2025-01-09,2025-02-21,139,Yes,43.0,Yes
PO100851,M0112,V034,2025-06-16,2025-07-05,110,Yes,19.0,Yes
PO100852,M0184,V021,2025-01-29,2025-03-06,482,Yes,36.0,Yes
PO100853,M0089,V025,2025-10-01,2025-10-20,183,Yes,19.0,Yes
PO100854,M0023,V017,2025-01-28,2025-02-19,28,Yes,22.0,Yes
PO100855,M0150,V006,2025-01-26,2025-02-27,197,Yes,32.0,Yes
PO100856,M0003,V008,2025-01-05,2025-02-10,191,Yes,36.0,Yes
PO100857,M0157,V007,2025-03-18,2025-03-24,315,Yes,6.0,Yes
PO100858,M0131,V035,2025-04-10,2025-05-09,389,Yes,29.0,Yes
PO100859,M0104,V011,2025-01-09,2025-02-04,51,Yes,26.0,Yes
PO100860,M0033,V019,2025-06-29,2025-08-15,149,Yes,47.0,Yes
PO100861,M0076,V010,2025-03-14,2025-05-01,268,Yes,48.0,Yes
PO100862,M0016,V012,2025-03-31,2025-05-26,50,Yes,56.0,Yes
PO100863,M0095,V017,2025-03-11,2025-04-10,388,Yes,30.0,Yes
PO100864,M0141,V050,2025-03-03,2025-04-23,246,Yes,51.0,Yes
PO100865,M0014,V006,2025-04-09,2025-04-24,113,Yes,15.0,Yes
PO100866,M0001,V010,2025-01-21,2025-02-24,170,No,,Yes
PO100867,M0181,V020,2025-01-25,2025-02-28,468,Yes,34.0,Yes
PO100868,M0144,V027,2025-08-26,2025-09-08,166,Yes,13.0,Yes
PO100869,M0092,V044,2025-12-17,2026-01-30,409,Yes,44.0,Yes
PO100870,M0029,V011,2025-02-26,2025-04-06,14,Yes,39.0,Yes
PO100871,M0073,V004,2025-02-07,2025-02-13,203,Yes,6.0,Yes
PO100872,M0008,V040,2025-05-04,2025-06-03,288,Yes,30.0,Yes
PO100873,M0061,V021,2025-03-05,2025-04-16,395,Yes,42.0,Yes
PO100874,M0111,V012,2025-01-04,2025-02-14,189,Yes,41.0,Yes
PO100875,M0180,V002,2025-01-21,2025-03-09,402,Yes,47.0,Yes
PO100876,M0152,V046,2025-06-01,2025-06-07,155,Yes,6.0,Yes
PO100877,M0101,V004,2025-05-10,2025-05-20,55,Yes,10.0,Yes
PO100878,M0161,V020,2025-01-04,2025-02-19,182,Yes,46.0,Yes
PO100879,M0082,V025,2025-01-31,2025-03-04,210,Yes,32.0,Yes
PO100880,M0183,V007,2025-02-01,2025-02-14,376,Yes,13.0,Yes
PO100881,M0098,V021,2025-05-14,2025-07-13,471,Yes,60.0,Yes
PO100882,M0104,V010,2025-01-03,2025-02-06,75,Yes,34.0,Yes
PO100883,M0098,V027,2025-01-14,2025-01-30,277,Yes,16.0,Yes
PO100884,M0112,V021,2025-07-13,2025-07-21,428,Yes,8.0,Yes
PO100885,M0140,V017,2025-01-24,2025-02-14,133,Yes,21.0,Yes
PO100886,M0055,V025,2025-05-07,2025-06-05,343,Yes,29.0,Yes
PO100888,M0045,V008,2025-01-13,2025-01-31,59,Yes,18.0,Yes
PO100889,M0122,V004,2025-02-03,2025-03-09,345,Yes,34.0,Yes
PO100890,M0036,V013,2025-06-03,2025-06-28,489,Yes,25.0,Yes
PO100891,M0049,V016,2025-08-21,2025-09-16,182,Yes,26.0,Yes
PO100892,M0143,V049,2025-08-01,2025-09-23,458,Yes,53.0,Yes
PO100893,M0099,V039,2025-03-02,2025-03-31,406,Yes,29.0,Yes
PO100894,M0093,V038,2025-05-13,2025-06-04,339,Yes,22.0,Yes
PO100895,M0107,V016,2025-01-28,2025-03-22,321,Yes,53.0,Yes
PO100896,M0040,V032,2025-02-11,2025-04-10,64,Yes,58.0,Yes
PO100897,M0074,V033,2025-09-29,2025-10-30,327,Yes,31.0,Yes
PO100898,M0172,V049,2025-01-02,2025-01-23,260,Yes,21.0,Yes
PO100899,M0033,V033,2025-01-11,2025-03-10,193,Yes,58.0,Yes
PO100900,M0035,V025,2025-01-28,2025-02-07,143,Yes,10.0,Yes
PO100901,M0003,V008,2025-01-04,2025-02-08,104,Yes,35.0,Yes
PO100902,M0019,V018,2025-01-25,2025-01-31,460,Yes,6.0,Yes
PO100903,M0166,V004,2025-04-15,2025-06-06,406,Yes,52.0,Yes
PO100904,M0005,V021,2025-03-07,2025-04-15,214,Yes,39.0,Yes
PO100905,M0037,V030,2025-09-25,2025-10-03,242,Yes,8.0,Yes
PO100906,M0185,V036,2025-07-24,2025-08-20,431,Yes,27.0,Yes
PO100907,M0125,V027,2025-02-20,2025-03-11,209,Yes,19.0,Yes
PO100908,M0169,V005,2025-02-06,2025-03-08,93,No,,Yes
PO100909,M0112,V031,2025-02-27,2025-03-08,430,Yes,9.0,Yes
PO100910,M0035,V002,2025-04-18,2025-06-11,142,Yes,54.0,Yes
PO100911,M0022,V027,2025-02-07,2025-03-25,434,Yes,46.0,Yes
PO100912,M0036,V041,2025-04-28,2025-05-05,404,Yes,7.0,Yes
PO100913,M0165,V015,2025-03-05,2025-04-27,434,Yes,53.0,Yes
PO100914,M0107,V002,2025-04-07,2025-04-13,112,Yes,6.0,Yes
PO100915,M0117,V018,2025-03-10,2025-03-30,417,Yes,20.0,Yes
PO100916,M0179,V036,2025-02-11,2025-02-28,375,Yes,17.0,Yes
PO100917,M0155,V038,2025-12-22,2026-02-18,59,Yes,58.0,Yes
PO100918,M0109,V044,2025-06-23,2025-06-29,43,Yes,6.0,Yes
PO100919,M0160,V007,2025-01-19,2025-03-04,207,Yes,44.0,Yes
PO100920,M0047,V016,2025-09-01,2025-09-15,268,Yes,14.0,Yes
PO100921,M0117,V049,2025-03-22,2025-04-11,296,Yes,20.0,Yes
PO100922,M0131,V036,2025-09-27,2025-10-10,118,Yes,13.0,Yes
PO100923,M0109,V042,2025-07-13,2025-08-17,20,Yes,35.0,Yes
PO100925,M0116,V009,2025-01-03,2025-01-15,166,Yes,12.0,Yes
PO100926,M0099,V020,2025-02-07,2025-03-20,131,Yes,41.0,Yes
PO100927,M0091,V037,2025-04-04,2025-04-22,156,Yes,18.0,Yes
PO100928,M0058,V027,2025-05-01,2025-06-04,184,Yes,34.0,Yes
PO100929,M0048,V029,2025-02-05,2025-03-26,90,Yes,49.0,Yes
PO100930,M0109,V006,2025-01-19,2025-02-09,94,Yes,21.0,Yes
PO100931,M0155,V041,2025-08-05,2025-09-28,13,Yes,54.0,Yes
PO100932,M0002,V033,2026-05-15,2026-06-12,461,Yes,28.0,Yes
PO100933,M0148,V014,2025-03-31,2025-04-15,322,Yes,15.0,Yes
PO100935,M0188,V010,2025-02-08,2025-03-23,433,Yes,43.0,Yes
PO100936,M0061,V024,2025-01-03,2025-02-02,230,No,,Yes
PO100937,M0183,V035,2025-10-22,2025-12-11,322,Yes,50.0,Yes
PO100938,M0129,V011,2025-01-16,2025-01-28,292,Yes,12.0,Yes
PO100940,M0106,V016,2025-02-08,2025-04-06,26,Yes,57.0,Yes
PO100941,M0140,V035,2025-04-07,2025-04-22,75,Yes,15.0,Yes
PO100942,M0148,V028,2025-05-07,2025-05-31,456,Yes,24.0,Yes
PO100943,M0094,V036,2025-08-01,2025-08-12,364,Yes,11.0,Yes
PO100944,M0009,V029,2025-01-28,2025-03-11,424,Yes,42.0,Yes
PO100945,M0010,V003,2025-01-02,2025-01-08,299,Yes,6.0,Yes
PO100946,M0146,V001,2025-01-18,2025-02-11,150,Yes,24.0,Yes
PO100948,M0181,V030,2025-09-06,2025-10-24,8,Yes,48.0,Yes
PO100949,M0095,V040,2025-04-20,2025-05-19,29,Yes,29.0,Yes
PO100950,M0029,V019,2025-04-21,2025-05-21,296,Yes,30.0,Yes
PO100951,M0149,V042,2025-05-12,2025-07-01,474,Yes,50.0,Yes
PO100952,M0124,V011,2025-01-24,2025-02-10,414,Yes,17.0,Yes
PO100953,M0177,V001,2025-10-22,2025-10-31,209,Yes,9.0,Yes
PO100954,M0021,V004,2025-03-07,2025-04-18,128,Yes,42.0,Yes
PO100955,M0037,V031,2025-02-27,2025-04-17,340,Yes,49.0,Yes
PO100956,M0187,V018,2025-03-29,2025-05-26,116,Yes,58.0,Yes
PO100957,M0188,V039,2025-01-06,2025-02-20,439,Yes,45.0,Yes
PO100958,M0135,V017,2025-01-22,2025-02-11,144,Yes,20.0,Yes
PO100959,M0193,V044,2025-06-10,2025-06-21,430,Yes,11.0,Yes
PO100960,M0200,V025,2025-01-11,2025-03-01,318,Yes,49.0,Yes
PO100961,M0072,V023,2025-04-21,2025-06-14,235,Yes,54.0,Yes
PO100962,M0120,V041,2025-02-03,2025-02-27,7,Yes,24.0,Yes
PO100963,M0133,V014,2025-03-01,2025-04-29,464,Yes,59.0,Yes
PO100964,M0021,V038,2025-02-10,2025-03-30,45,Yes,48.0,Yes
PO100965,M0134,V033,2025-02-22,2025-04-06,443,Yes,43.0,Yes
PO100966,M0157,V019,2025-06-02,2025-07-28,239,Yes,56.0,Yes
PO100967,M0023,V003,2025-02-12,2025-02-24,440,Yes,12.0,Yes
PO100968,M0063,V011,2025-04-11,2025-06-05,432,Yes,55.0,Yes
PO100969,M0121,V048,2025-03-19,2025-04-29,155,Yes,41.0,Yes
PO100970,M0162,V035,2025-05-11,2025-07-05,181,Yes,55.0,Yes
PO100971,M0190,V037,2025-11-28,2025-12-28,215,No,,Yes
PO100972,M0170,V005,2025-06-08,2025-07-05,88,Yes,27.0,Yes
PO100973,M0172,V020,2025-01-30,2025-03-04,256,No,,Yes
PO100974,M0020,V006,2025-01-04,2025-02-05,73,Yes,32.0,Yes
PO100975,M0176,V026,2025-02-06,2025-03-25,419,Yes,47.0,Yes
PO100976,M0163,V045,2025-04-19,2025-05-17,179,Yes,28.0,Yes
PO100977,M0139,V008,2025-01-07,2025-01-16,212,Yes,9.0,Yes
PO100978,M0149,V009,2025-03-24,2025-04-30,293,Yes,37.0,Yes
PO100979,M0080,V047,2025-04-20,2025-06-05,234,Yes,46.0,Yes
PO100980,M0157,V036,2025-02-18,2025-03-16,465,Yes,26.0,Yes
PO100981,M0014,V018,2025-06-26,2025-07-01,239,Yes,5.0,Yes
PO100982,M0088,V028,2025-01-14,2025-03-14,223,Yes,59.0,Yes
PO100983,M0137,V014,2025-01-10,2025-02-10,119,Yes,31.0,Yes
PO100984,M0200,V040,2025-06-06,2025-08-02,313,Yes,57.0,Yes
PO100985,M0003,V033,2025-03-24,2025-04-29,264,Yes,36.0,Yes
PO100987,M0117,V021,2025-03-10,2025-04-11,95,Yes,32.0,Yes
PO100988,M0132,V044,2025-02-03,2025-03-03,373,Yes,28.0,Yes
PO100989,M0121,V022,2025-07-25,2025-09-08,222,Yes,45.0,Yes
PO100990,M0147,V041,2025-07-12,2025-09-08,366,Yes,58.0,Yes
PO100991,M0188,V017,2025-05-23,2025-06-26,276,Yes,34.0,Yes
PO100992,M0085,V049,2025-02-08,2025-03-30,380,Yes,50.0,Yes
PO100993,M0108,V046,2025-04-18,2025-05-02,231,Yes,14.0,Yes
PO100994,M0091,V029,2025-02-23,2025-03-27,309,Yes,32.0,Yes
PO100995,M0076,V018,2025-01-12,2025-01-28,119,Yes,16.0,Yes
PO100996,M0075,V016,2025-10-27,2025-12-17,268,Yes,51.0,Yes
PO100997,M0043,V043,2025-01-18,2025-02-25,433,Yes,38.0,Yes
PO100998,M0010,V021,2025-12-27,2026-02-11,273,Yes,46.0,Yes
PO100999,M0178,V022,2025-03-12,2025-04-03,64,Yes,22.0,Yes
PO101000,M0153,V014,2025-01-25,2025-03-10,298,Yes,44.0,Yes
PO101001,M0192,V030,2025-04-04,2025-05-30,350,Yes,56.0,Yes
PO101002,M0078,V039,2025-09-05,2025-10-07,413,No,,Yes
PO101003,M0187,V022,2025-06-08,2025-08-01,403,Yes,54.0,Yes
PO101004,M0145,V002,2025-07-17,2025-08-19,494,No,,Yes
PO101005,M0067,V045,2025-05-10,2025-06-13,11,Yes,34.0,Yes
PO101006,M0016,V009,2025-05-22,2025-06-23,98,Yes,32.0,Yes
PO101007,M0162,V042,2025-08-16,2025-10-12,434,Yes,57.0,Yes
PO101008,M0122,V001,2025-02-04,2025-03-27,71,Yes,51.0,Yes
PO101009,M0149,V039,2025-03-22,2025-05-03,364,Yes,42.0,Yes
PO101010,M0044,V031,2025-01-31,2025-02-22,58,Yes,22.0,Yes
PO101011,M0147,V001,2026-06-12,2026-07-07,290,Yes,25.0,Yes
PO101012,M0014,V001,2025-12-13,2026-02-10,251,Yes,59.0,Yes
PO101013,M0169,V044,2025-01-05,2025-01-25,276,Yes,20.0,Yes
PO101014,M0075,V012,2025-05-27,2025-07-24,50,Yes,58.0,Yes
PO101015,M0189,V027,2025-11-08,2025-11-18,358,Yes,10.0,Yes
PO101016,M0160,V036,2025-01-24,2025-02-15,216,Yes,22.0,Yes
PO101017,M0007,V045,2025-04-11,2025-05-14,394,Yes,33.0,Yes
PO101018,M0074,V046,2025-10-24,2025-11-13,416,Yes,20.0,Yes
PO101019,M0125,V032,2025-01-05,2025-02-27,52,Yes,53.0,Yes
PO101020,M0022,V049,2025-05-24,2025-06-27,271,Yes,34.0,Yes
PO101021,M0033,V026,2025-02-12,2025-03-25,485,Yes,41.0,Yes
PO101022,M0130,V035,2025-11-06,2025-12-20,84,Yes,44.0,Yes
PO101023,M0020,V006,2026-03-02,2026-04-18,387,Yes,47.0,Yes
PO101025,M0065,V042,2025-03-19,2025-04-14,126,Yes,26.0,Yes
PO101026,M0034,V042,2025-08-26,2025-09-01,296,Yes,6.0,Yes
PO101027,M0158,V005,2025-08-12,2025-09-17,72,Yes,36.0,Yes
PO101028,M0072,V035,2025-02-16,2025-04-16,296,Yes,59.0,Yes
PO101029,M0071,V002,2025-07-31,2025-08-25,236,Yes,25.0,Yes
PO101031,M0004,V043,2025-04-19,2025-05-25,407,Yes,36.0,Yes
PO101032,M0190,V029,2025-02-01,2025-02-19,360,Yes,18.0,Yes
PO101033,M0029,V044,2025-01-16,2025-02-12,395,Yes,27.0,Yes
PO101034,M0155,V008,2025-01-10,2025-03-07,110,Yes,56.0,Yes
PO101035,M0045,V023,2025-05-24,2025-06-14,192,Yes,21.0,Yes
PO101037,M0190,V025,2025-06-04,2025-06-26,93,Yes,22.0,Yes
PO101039,M0169,V039,2025-02-15,2025-04-05,56,Yes,49.0,Yes
PO101040,M0115,V023,2025-04-04,2025-04-26,60,Yes,22.0,Yes
PO101041,M0095,V025,2025-07-07,2025-08-16,138,Yes,40.0,Yes
PO101042,M0045,V012,2025-02-16,2025-02-21,39,Yes,5.0,Yes
PO101043,M0067,V050,2025-04-28,2025-06-05,28,Yes,38.0,Yes
PO101045,M0061,V045,2025-04-25,2025-05-05,420,Yes,10.0,Yes
PO101046,M0125,V001,2025-02-01,2025-02-21,125,Yes,20.0,Yes
PO101047,M0047,V008,2025-01-03,2025-02-03,13,No,,Yes
PO101048,M0136,V030,2025-09-02,2025-10-03,480,Yes,31.0,Yes
PO101049,M0009,V024,2025-01-03,2025-02-08,36,Yes,36.0,Yes
PO101050,M0088,V013,2025-09-07,2025-10-17,101,Yes,40.0,Yes
PO101051,M0022,V029,2025-04-01,2025-05-03,282,No,,Yes
PO101052,M0038,V001,2025-12-02,2025-12-22,86,Yes,20.0,Yes
PO101053,M0153,V015,2025-07-12,2025-08-30,4,Yes,49.0,Yes
PO101054,M0040,V048,2027-01-12,2027-02-16,223,Yes,35.0,Yes
PO101055,M0127,V002,2025-02-21,2025-04-08,338,Yes,46.0,Yes
PO101056,M0193,V049,2025-06-24,2025-08-13,448,Yes,50.0,Yes
PO101057,M0106,V018,2025-03-03,2025-04-08,166,Yes,36.0,Yes
PO101058,M0198,V044,2025-03-20,2025-04-22,383,Yes,33.0,Yes
PO101059,M0099,V046,2025-04-29,2025-06-23,344,Yes,55.0,Yes
PO101060,M0061,V023,2025-09-06,2025-09-12,383,Yes,6.0,Yes
PO101061,M0170,V013,2026-05-12,2026-05-22,376,Yes,10.0,Yes
PO101062,M0113,V006,2025-06-25,2025-07-18,471,Yes,23.0,Yes
PO101064,M0164,V040,2025-03-07,2025-04-06,130,Yes,30.0,Yes
PO101065,M0043,V041,2025-06-10,2025-07-29,31,Yes,49.0,Yes
PO101066,M0054,V020,2025-02-02,2025-02-22,375,Yes,20.0,Yes
PO101068,M0188,V046,2025-02-22,2025-04-10,476,Yes,47.0,Yes
PO101069,M0089,V015,2025-02-10,2025-03-24,302,Yes,42.0,Yes
PO101070,M0014,V015,2025-02-12,2025-03-12,96,Yes,28.0,Yes
PO101071,M0165,V032,2025-02-01,2025-03-08,190,Yes,35.0,Yes
PO101072,M0068,V024,2025-01-06,2025-02-15,453,Yes,40.0,Yes
PO101073,M0194,V003,2025-01-03,2025-02-10,192,Yes,38.0,Yes
PO101074,M0030,V018,2026-06-12,2026-07-09,486,Yes,27.0,Yes
PO101075,M0014,V032,2025-03-08,2025-04-09,266,Yes,32.0,Yes
PO101076,M0043,V046,2025-02-28,2025-04-21,424,Yes,52.0,Yes
PO101077,M0119,V046,2025-05-17,2025-06-26,128,Yes,40.0,Yes
PO101078,M0103,V039,2025-01-30,2025-02-25,238,Yes,26.0,Yes
PO101079,M0122,V014,2025-12-26,2026-01-22,408,Yes,27.0,Yes
PO101080,M0078,V001,2025-07-05,2025-08-23,355,Yes,49.0,Yes
PO101081,M0122,V013,2025-01-12,2025-02-15,428,Yes,34.0,Yes
PO101083,M0193,V041,2025-09-11,2025-10-05,316,Yes,24.0,Yes
PO101084,M0137,V026,2025-12-14,2026-01-04,446,Yes,21.0,Yes
PO101085,M0060,V008,2025-03-17,2025-04-05,343,Yes,19.0,Yes
PO101086,M0098,V018,2025-04-25,2025-05-07,145,Yes,12.0,Yes
PO101087,M0175,V037,2025-01-22,2025-03-14,65,Yes,51.0,Yes
PO101088,M0181,V033,2026-07-22,2026-08-08,247,Yes,17.0,Yes
PO101089,M0100,V032,2025-02-01,2025-02-26,223,Yes,25.0,Yes
PO101090,M0122,V011,2025-12-10,2025-12-22,479,Yes,12.0,Yes
PO101091,M0068,V036,2025-05-06,2025-06-27,490,Yes,52.0,Yes
PO101092,M0038,V013,2025-04-23,2025-06-01,313,Yes,39.0,Yes
PO101093,M0136,V043,2025-03-28,2025-05-20,439,Yes,53.0,Yes
PO101094,M0112,V048,2025-02-01,2025-03-22,106,Yes,49.0,Yes
PO101095,M0004,V037,2025-01-24,2025-02-09,181,Yes,16.0,Yes
PO101096,M0074,V044,2025-01-30,2025-02-16,184,Yes,17.0,Yes
PO101097,M0115,V044,2025-01-25,2025-02-12,226,Yes,18.0,Yes
PO101098,M0098,V039,2025-07-01,2025-08-22,265,Yes,52.0,Yes
PO101099,M0174,V037,2025-02-21,2025-03-28,278,Yes,35.0,Yes
PO101100,M0081,V012,2025-01-08,2025-01-30,397,Yes,22.0,Yes
PO101101,M0136,V005,2026-02-22,2026-04-14,89,Yes,51.0,Yes
PO101102,M0175,V038,2025-09-16,2025-10-28,176,Yes,42.0,Yes
PO101103,M0011,V009,2025-11-12,2026-01-04,18,Yes,53.0,Yes
PO101104,M0025,V048,2026-09-26,2026-11-03,371,Yes,38.0,Yes
PO101105,M0137,V005,2025-01-23,2025-03-07,460,Yes,43.0,Yes
PO101106,M0164,V009,2025-03-02,2025-03-25,424,Yes,23.0,Yes
PO101107,M0091,V017,2025-06-20,2025-07-01,401,Yes,11.0,Yes
PO101108,M0111,V037,2025-05-23,2025-07-20,399,Yes,58.0,Yes
PO101109,M0157,V015,2025-01-21,2025-02-07,106,Yes,17.0,Yes
