shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier,is_shipments_qty_given
S502632,PO100823,2025-03-28,173.0,DHL,Yes
S502633,PO102432,2026-07-01,275.0,Sea,Yes
S502634,PO100055,2025-12-16,64.0,Local,Yes
S502635,PO100117,2025-03-30,101.0,UPS,Yes
S502636,PO102947,2025-04-27,322.0,FedEx,Yes
S502637,PO100797,2025-05-15,66.0,Local,Yes
S502638,PO100779,2025-06-09,331.0,Sea,Yes
S502639,PO102850,2025-06-30,45.0,FedEx,Yes
S502640,PO102892,2025-05-10,87.0,Rail,Yes
S502641,PO101438,2025-03-17,67.0,Sea,Yes
S502642,PO101893,2025-03-15,259.0,Local,Yes
S502643,PO102902,2025-03-17,205.0,UPS,Yes
S502644,PO100707,2025-09-06,178.0,Rail,Yes
S502645,PO101103,2026-01-17,280.0,Sea,Yes
S502646,PO100021,2025-02-28,344.0,Local,Yes
S502647,PO101500,2025-04-22,17.0,DHL,Yes
S502648,PO100842,2025-04-04,296.0,Local,Yes
S502649,PO101760,2025-05-07,202.0,DHL,Yes
S502650,PO101116,2025-03-07,172.0,DHL,Yes
S502651,PO100191,2025-10-08,262.0,Sea,Yes
S502652,PO101018,2025-11-14,194.0,Local,Yes
S502653,PO101126,2025-02-25,149.0,Local,Yes
S502654,PO100395,2025-11-30,375.0,DHL,Yes
S502655,PO102687,2025-04-12,376.0,FedEx,Yes
S502656,PO101018,2025-11-23,35.0,Rail,Yes
S502657,PO100566,2025-04-19,369.0,UPS,Yes
S502658,PO100230,2025-08-06,29.0,Local,Yes
S502659,PO100873,2025-05-04,263.0,Rail,Yes
S502660,PO102621,2025-10-31,221.0,Rail,Yes
S502661,PO100239,2025-02-11,53.0,FedEx,Yes
S502662,PO100089,2025-04-28,279.0,Rail,Yes
S502663,PO102279,2025-03-11,353.0,Local,Yes
S502664,PO100456,2025-02-17,392.0,Sea,Yes
S502665,PO102280,2025-03-07,76.0,Sea,Yes
S502666,PO100353,2025-03-31,176.0,Rail,Yes
S502667,PO101004,2025-05-11,10.0,Local,Yes
S502668,PO101356,2025-12-06,117.0,Local,Yes
S502669,PO100438,2025-07-27,280.0,DHL,Yes
S502670,PO101398,2025-05-31,218.0,FedEx,Yes
S502671,PO100344,2025-04-25,175.0,UPS,Yes
S502672,PO102711,2025-04-24,234.0,DHL,Yes
S502673,PO100656,2025-02-24,252.0,UPS,Yes
S502674,PO102177,2025-05-10,295.0,Local,Yes
S502675,PO102188,2025-07-29,322.0,Sea,Yes
S502676,PO102462,2025-06-19,6.0,DHL,Yes
S502677,PO101116,2025-02-26,21.0,Rail,Yes
S502678,PO100625,2025-03-17,73.0,Rail,Yes
S502679,PO100283,2025-03-12,330.0,UPS,Yes
S502680,PO101979,2025-08-12,36.0,Local,Yes
S502681,PO101678,2025-01-30,387.0,Sea,Yes
S502682,PO100222,2025-02-09,233.0,UPS,Yes
S502683,PO100743,2025-03-25,216.0,Sea,Yes
S502684,PO100462,2025-07-21,206.0,FedEx,Yes
S502685,PO101568,2025-07-05,44.0,Sea,Yes
S502686,PO101705,2025-03-11,91.0,Rail,Yes
S502687,PO101163,2025-08-23,316.0,DHL,Yes
S502688,PO102404,2025-06-13,93.0,DHL,Yes
S502689,PO101736,2025-04-18,0.0,DHL,No
S502690,PO101046,2025-02-19,83.0,Sea,Yes
S502691,PO102906,2026-04-16,333.0,Rail,Yes
S502692,PO100664,2025-02-18,282.0,Sea,Yes
S502693,PO101356,2025-11-25,21.0,Local,Yes
S502694,PO101014,2025-08-08,228.0,Rail,Yes
S502695,PO102132,2025-04-22,376.0,Rail,Yes
S502696,PO102668,2025-07-22,130.0,Sea,Yes
S502697,PO101054,2027-03-06,175.0,Sea,Yes
S502698,PO101764,2025-03-14,108.0,DHL,Yes
S502699,PO102287,2025-03-16,283.0,Rail,Yes
S502700,PO101913,2025-03-10,71.0,DHL,Yes
S502701,PO100362,2025-04-27,50.0,Local,Yes
S502702,PO102869,2025-04-04,95.0,FedEx,Yes
S502703,PO101412,2025-03-10,279.0,DHL,Yes
S502704,PO100667,2025-03-07,397.0,Sea,Yes
S502705,PO101880,2025-07-28,337.0,UPS,Yes
S502706,PO101394,2025-03-09,132.0,FedEx,Yes
S502707,PO100098,2025-01-24,398.0,Local,Yes
S502708,PO102094,2025-03-16,276.0,Sea,Yes
S502709,PO102886,2025-04-19,380.0,FedEx,Yes
S502710,PO100421,2025-08-23,13.0,Sea,Yes
S502711,PO101503,2025-03-11,3.0,DHL,Yes
S502712,PO100061,2025-04-02,224.0,Sea,Yes
S502713,PO101132,2025-01-17,175.0,Local,Yes
S502714,PO101702,2025-03-29,387.0,UPS,Yes
S502715,PO100597,2025-03-09,385.0,DHL,Yes
S502716,PO100391,2025-05-01,90.0,DHL,Yes
S502717,PO101075,2025-04-25,241.0,Local,Yes
S502718,PO102650,2025-04-02,35.0,Local,Yes
S502719,PO101312,2025-05-11,14.0,FedEx,Yes
S502720,PO102029,2025-06-30,195.0,UPS,Yes
S502721,PO102384,2025-04-13,397.0,Sea,Yes
S502722,PO100809,2025-01-24,306.0,FedEx,Yes
S502723,PO101405,2025-04-09,334.0,Sea,Yes
S502724,PO102799,2025-03-02,213.0,Sea,Yes
S502725,PO101159,2025-02-01,3.0,Sea,Yes
S502726,PO101531,2025-05-12,179.0,FedEx,Yes
S502727,PO101385,2025-03-12,40.0,DHL,Yes
S502728,PO100880,2025-02-27,164.0,Local,Yes
S502729,PO101599,2025-11-06,307.0,DHL,Yes
S502730,PO102682,2025-02-03,235.0,UPS,Yes
S502731,PO100253,2025-03-22,257.0,FedEx,Yes
S502732,PO102067,2025-03-12,360.0,UPS,Yes
S502733,PO102575,2025-05-25,391.0,Local,Yes
S502734,PO101168,2025-03-03,373.0,Local,Yes
S502735,PO101231,2025-03-08,116.0,Rail,Yes
S502736,PO102423,2025-04-23,52.0,UPS,Yes
S502737,PO100165,2025-04-28,376.0,DHL,Yes
S502738,PO101573,2025-10-19,395.0,UPS,Yes
S502739,PO102908,2025-03-27,142.0,FedEx,Yes
S502740,PO100616,2025-02-18,86.0,Local,Yes
S502741,PO102659,2025-06-25,46.0,Local,Yes
S502742,PO101625,2025-07-12,332.0,UPS,Yes
S502743,PO100502,2025-04-07,238.0,UPS,Yes
S502744,PO100912,2025-05-21,10.0,Sea,Yes
S502745,PO102126,2025-06-03,152.0,UPS,Yes
S502746,PO100584,2025-05-13,61.0,Sea,Yes
S502747,PO101958,2025-06-20,18.0,FedEx,Yes
S502748,PO102735,2025-07-26,86.0,FedEx,Yes
S502749,PO100395,2025-12-03,137.0,DHL,Yes
S502750,PO101631,2025-05-10,230.0,UPS,Yes
S502751,PO101880,2025-07-17,128.0,DHL,Yes
S502752,PO100401,2025-11-14,104.0,Rail,Yes
S502753,PO100974,2025-01-31,186.0,FedEx,Yes
S502754,PO100223,2025-04-15,397.0,Local,Yes
S502755,PO100517,2025-09-03,178.0,Sea,Yes
S502756,PO102681,2025-09-12,357.0,Rail,Yes
S502757,PO100235,2025-06-10,6.0,Local,Yes
S502758,PO100115,2025-11-02,341.0,Rail,Yes
S502759,PO100225,2025-05-04,307.0,DHL,Yes
S502760,PO102277,2025-05-28,36.0,DHL,Yes
S502761,PO100181,2025-03-08,327.0,Sea,Yes
S502762,PO101341,2025-04-11,356.0,FedEx,Yes
S502763,PO100209,2025-03-18,281.0,Sea,Yes
S502764,PO101415,2026-01-01,395.0,Local,Yes
S502765,PO102143,2025-03-21,300.0,Rail,Yes
S502766,PO100893,2025-04-03,14.0,Sea,Yes
S502767,PO101881,2025-09-12,237.0,UPS,Yes
S502768,PO102803,2026-02-28,285.0,UPS,Yes
S502769,PO101109,2025-02-10,330.0,FedEx,Yes
S502770,PO102462,2025-06-22,50.0,Sea,Yes
S502771,PO102026,2025-07-26,261.0,Local,Yes
S502772,PO100393,2025-09-06,110.0,UPS,Yes
S502773,PO102743,2025-02-25,197.0,FedEx,Yes
S502774,PO100843,2026-04-13,0.0,Sea,No
S502775,PO101524,2025-03-30,252.0,FedEx,Yes
S502776,PO100603,2025-02-18,88.0,Local,Yes
S502777,PO100581,2026-06-09,313.0,UPS,Yes
S502778,PO102042,2025-05-30,26.0,UPS,Yes
S502779,PO101939,2025-02-10,262.0,UPS,Yes
S502780,PO100132,2025-03-10,144.0,DHL,Yes
S502781,PO102838,2025-08-23,60.0,UPS,Yes
S502782,PO102696,2025-05-11,356.0,Rail,Yes
S502783,PO102268,2025-04-23,268.0,DHL,Yes
S502784,PO100975,2025-03-27,75.0,Sea,Yes
S502785,PO101813,2025-02-14,3.0,DHL,Yes
S502786,PO101543,2025-03-09,63.0,DHL,Yes
S502787,PO102835,2025-12-19,236.0,DHL,Yes
S502788,PO102738,2026-02-16,229.0,FedEx,Yes
S502789,PO101357,2025-03-28,390.0,Rail,Yes
S502790,PO100038,2025-07-08,275.0,Local,Yes
S502791,PO101316,2025-05-09,18.0,UPS,Yes
S502792,PO102737,2025-06-05,80.0,DHL,Yes
S502793,PO100161,2025-05-18,215.0,Local,Yes
S502794,PO101909,2025-03-06,171.0,FedEx,Yes
S502795,PO101127,2025-05-16,329.0,Local,Yes
S502796,PO102208,2025-03-23,0.0,DHL,No
S502797,PO101658,2025-05-07,0.0,Sea,No
S502798,PO101963,2025-04-17,126.0,Rail,Yes
S502799,PO101057,2025-04-14,255.0,Local,Yes
S502800,PO102289,2025-04-10,72.0,DHL,Yes
S502801,PO100966,2025-08-09,38.0,DHL,Yes
S502802,PO100889,2025-03-21,324.0,UPS,Yes
S502803,PO102160,2025-06-09,204.0,Sea,Yes
S502804,PO102365,2025-03-07,172.0,UPS,Yes
S502805,PO102070,2025-08-05,223.0,Sea,Yes
S502806,PO102871,2026-01-16,217.0,Rail,Yes
S502807,PO102748,2025-09-19,245.0,UPS,Yes
S502808,PO101666,2025-03-26,336.0,Rail,Yes
S502809,PO101441,2025-03-09,191.0,FedEx,Yes
S502810,PO101067,2025-02-21,298.0,FedEx,Yes
S502811,PO100127,2025-09-26,320.0,Sea,Yes
S502812,PO102923,2025-02-20,182.0,Sea,Yes
S502813,PO100157,2025-08-07,334.0,UPS,Yes
S502814,PO100826,2025-03-30,383.0,FedEx,Yes
S502815,PO101890,2025-03-05,205.0,Local,Yes
S502816,PO102899,2025-02-22,361.0,Local,Yes
S502817,PO100511,2025-04-20,199.0,Local,Yes
S502818,PO102092,2025-03-17,332.0,FedEx,Yes
S502819,PO102266,2025-06-23,165.0,Local,Yes
S502820,PO100442,2025-04-02,242.0,Rail,Yes
S502821,PO102362,2025-03-19,0.0,DHL,No
S502822,PO102224,2025-01-25,130.0,Sea,Yes
S502823,PO102275,2025-05-26,227.0,UPS,Yes
S502824,PO101726,2025-05-11,122.0,Rail,Yes
S502825,PO102006,2025-04-16,44.0,Local,Yes
S502826,PO101695,2025-02-19,196.0,DHL,Yes
S502827,PO100266,2025-07-10,358.0,UPS,Yes
S502828,PO102917,2025-09-23,204.0,Rail,Yes
S502829,PO100837,2025-04-30,318.0,UPS,Yes
S502830,PO100488,2026-01-19,257.0,Sea,Yes
S502831,PO100701,2025-03-06,17.0,FedEx,Yes
S502832,PO100686,2025-05-29,272.0,Local,Yes
S502833,PO100995,2025-02-06,9.0,Rail,Yes
S502834,PO100356,2025-03-07,249.0,Rail,Yes
S502835,PO100871,2025-03-04,0.0,DHL,No
S502836,PO101973,2025-04-16,59.0,DHL,Yes
S502837,PO102251,2025-11-09,375.0,DHL,Yes
S502838,PO100551,2025-10-01,393.0,UPS,Yes
S502839,PO101810,2025-06-30,140.0,Local,Yes
S502840,PO100322,2025-06-30,119.0,UPS,Yes
S502841,PO102641,2025-02-22,41.0,Local,Yes
S502842,PO102228,2025-04-18,399.0,Rail,Yes
S502843,PO102546,2025-02-13,322.0,UPS,Yes
S502844,PO100082,2025-03-14,331.0,UPS,Yes
S502845,PO102350,2025-06-24,0.0,UPS,No
S502846,PO100261,2026-08-13,8.0,FedEx,Yes
S502847,PO100783,2025-04-11,183.0,Sea,Yes
S502848,PO101223,2026-02-24,134.0,Local,Yes
S502849,PO100913,2025-04-27,181.0,Local,Yes
S502850,PO102739,2025-02-19,355.0,UPS,Yes
S502851,PO100943,2025-08-25,72.0,FedEx,Yes
S502852,PO102730,2025-06-30,113.0,UPS,Yes
S502853,PO101318,2025-02-25,107.0,Local,Yes
S502854,PO101535,2025-03-02,290.0,Sea,Yes
S502855,PO100688,2025-08-24,0.0,Sea,No
S502856,PO102443,2025-08-24,117.0,Rail,Yes
S502857,PO101772,2025-10-18,120.0,FedEx,Yes
S502858,PO100838,2025-05-20,147.0,Sea,Yes
S502859,PO100877,2025-05-18,327.0,FedEx,Yes
S502860,PO102870,2025-11-20,210.0,UPS,Yes
S502861,PO100048,2025-05-13,296.0,Rail,Yes
S502862,PO102836,2026-09-29,398.0,Local,Yes
S502863,PO100292,2025-08-27,103.0,Sea,Yes
S502864,PO101651,2025-04-08,124.0,Sea,Yes
S502865,PO100535,2026-01-20,245.0,DHL,Yes
S502866,PO100310,2025-03-17,379.0,Local,Yes
S502867,PO100536,2025-09-16,356.0,Sea,Yes
S502868,PO101926,2025-06-08,209.0,Sea,Yes
S502869,PO102686,2025-02-17,0.0,Local,No
S502870,PO100233,2025-05-03,314.0,Rail,Yes
S502871,PO101232,2025-04-14,109.0,FedEx,Yes
S502872,PO102652,2025-04-23,377.0,Local,Yes
S502873,PO102141,2025-06-05,348.0,FedEx,Yes
S502874,PO102374,2025-07-25,50.0,Rail,Yes
S502875,PO102272,2025-05-23,105.0,Rail,Yes
S502876,PO100966,2025-08-02,373.0,UPS,Yes
S502877,PO100889,2025-03-19,27.0,DHL,Yes
S502878,PO102058,2025-05-18,288.0,Rail,Yes
S502879,PO100034,2026-03-08,257.0,Rail,Yes
S502880,PO100446,2026-07-19,273.0,FedEx,Yes
S502881,PO101763,2025-04-21,137.0,Rail,Yes
S502882,PO102488,2025-05-25,340.0,Local,Yes
S502883,PO102700,2025-05-30,301.0,UPS,Yes
S502884,PO101558,2025-08-24,322.0,UPS,Yes
S502885,PO100594,2025-10-17,32.0,Local,Yes
S502886,PO102025,2025-03-27,45.0,Sea,Yes
S502887,PO102276,2025-07-14,265.0,Rail,Yes
S502888,PO100343,2025-03-21,30.0,DHL,Yes
S502889,PO101103,2026-01-17,84.0,Rail,Yes
S502890,PO101419,2025-12-24,166.0,UPS,Yes
S502891,PO101313,2025-08-17,316.0,DHL,Yes
S502892,PO101478,2025-09-03,1.0,Sea,Yes
S502893,PO101151,2025-10-07,249.0,FedEx,Yes
S502894,PO102956,2025-08-04,261.0,FedEx,Yes
S502895,PO101921,2025-01-12,63.0,Rail,Yes
S502896,PO101382,2026-03-17,164.0,Rail,Yes
S502897,PO102574,2025-03-10,321.0,DHL,Yes
S502898,PO102122,2026-03-25,334.0,DHL,Yes
S502899,PO101569,2025-04-16,201.0,Sea,Yes
S502900,PO101894,2025-05-03,222.0,Rail,Yes
S502901,PO102243,2026-11-23,152.0,UPS,Yes
S502902,PO101866,2025-03-08,132.0,FedEx,Yes
S502903,PO100028,2025-06-07,114.0,Sea,Yes
S502904,PO100705,2026-08-16,217.0,DHL,Yes
S502905,PO101020,2025-06-22,196.0,UPS,Yes
S502906,PO102063,2025-04-16,281.0,Rail,Yes
S502907,PO101446,2025-07-29,202.0,Local,Yes
S502908,PO102852,2025-03-22,135.0,DHL,Yes
S502909,PO102987,2025-03-31,234.0,Sea,Yes
S502910,PO101659,2025-04-01,141.0,Local,Yes
S502911,PO100966,2025-07-27,196.0,UPS,Yes
S502912,PO102276,2025-07-04,43.0,FedEx,Yes
S502913,PO102762,2025-06-17,57.0,UPS,Yes
S502914,PO100572,2025-03-26,142.0,FedEx,Yes
S502915,PO101606,2025-01-30,210.0,UPS,Yes
S502916,PO100614,2025-10-16,0.0,DHL,No
S502917,PO100325,2025-07-17,224.0,DHL,Yes
S502918,PO102922,2025-08-30,27.0,Sea,Yes
S502919,PO100358,2025-12-26,128.0,Local,Yes
S502920,PO101810,2025-07-16,106.0,UPS,Yes
S502921,PO102371,2025-10-08,165.0,UPS,Yes
S502922,PO101721,2025-02-17,215.0,Local,Yes
S502923,PO101349,2025-02-11,71.0,Rail,Yes
S502924,PO100164,2025-01-21,204.0,Sea,Yes
S502925,PO101596,2025-03-27,153.0,UPS,Yes
S502926,PO101627,2025-04-05,67.0,Sea,Yes
S502927,PO102845,2025-03-05,90.0,UPS,Yes
S502928,PO102502,2025-05-19,260.0,UPS,Yes
S502929,PO101176,2025-08-31,362.0,Rail,Yes
S502930,PO101150,2025-07-08,228.0,DHL,Yes
S502931,PO100192,2025-11-15,79.0,Sea,Yes
S502932,PO102674,2025-11-19,96.0,Local,Yes
S502933,PO102577,2025-06-12,349.0,Sea,Yes
S502934,PO100091,2025-07-24,330.0,Rail,Yes
S502935,PO100138,2025-03-29,382.0,FedEx,Yes
S502936,PO100480,2025-05-21,246.0,FedEx,Yes
S502937,PO102496,2025-05-29,272.0,Rail,Yes
S502938,PO101356,2025-12-02,157.0,Rail,Yes
S502939,PO102916,2025-07-12,116.0,DHL,Yes
S502940,PO100339,2025-02-20,18.0,Sea,Yes
S502941,PO101075,2025-04-16,172.0,Sea,Yes
S502942,PO102513,2025-05-06,16.0,FedEx,Yes
S502943,PO102765,2026-02-11,240.0,Local,Yes
S502944,PO100798,2025-07-10,386.0,Sea,Yes
S502945,PO100474,2025-05-15,56.0,UPS,Yes
S502946,PO102448,2025-02-26,79.0,UPS,Yes
S502947,PO101462,2025-02-24,103.0,DHL,Yes
S502948,PO100604,2025-02-18,284.0,DHL,Yes
S502949,PO102979,2026-03-13,193.0,FedEx,Yes
S502950,PO102969,2025-04-09,5.0,Local,Yes
S502951,PO100820,2025-08-30,106.0,Local,Yes
S502952,PO102704,2025-07-23,278.0,Rail,Yes
S502953,PO100597,2025-03-07,373.0,DHL,Yes
S502954,PO101532,2025-06-26,100.0,Sea,Yes
S502955,PO100513,2025-09-29,238.0,UPS,Yes
S502956,PO101526,2025-04-03,269.0,Sea,Yes
S502957,PO101877,2025-05-11,321.0,UPS,Yes
S502958,PO101699,2025-04-21,86.0,FedEx,Yes
S502959,PO101029,2025-09-10,320.0,UPS,Yes
S502960,PO100499,2026-08-07,32.0,Sea,Yes
S502961,PO101684,2025-02-04,336.0,Sea,Yes
S502962,PO100716,2025-09-05,51.0,Local,Yes
S502963,PO101141,2025-03-19,79.0,Local,Yes
S502964,PO101508,2025-06-18,186.0,DHL,Yes
S502965,PO102648,2025-03-19,174.0,Sea,Yes
S502966,PO100665,2025-03-13,106.0,FedEx,Yes
S502967,PO102515,2025-12-25,63.0,UPS,Yes
S502968,PO102208,2025-04-02,76.0,DHL,Yes
S502969,PO102317,2025-03-31,316.0,Rail,Yes
S502970,PO101079,2026-01-29,321.0,Rail,Yes
S502971,PO100227,2025-05-20,373.0,UPS,Yes
S502972,PO102896,2025-05-08,81.0,UPS,Yes
S502973,PO100148,2025-02-16,361.0,UPS,Yes
S502974,PO101069,2025-03-22,128.0,Local,Yes
S502975,PO101167,2025-05-28,183.0,UPS,Yes
S502976,PO100631,2025-11-25,243.0,Rail,Yes
S502977,PO101363,2025-05-23,185.0,UPS,Yes
S502978,PO100412,2026-03-11,220.0,Sea,Yes
S502979,PO101755,2025-07-28,71.0,FedEx,Yes
S502980,PO100519,2025-03-17,342.0,Rail,Yes
S502981,PO101367,2025-11-28,154.0,FedEx,Yes
S502982,PO102434,2026-03-16,245.0,Rail,Yes
S502983,PO102322,2025-06-06,140.0,DHL,Yes
S502984,PO102400,2025-02-27,71.0,Sea,Yes
S502985,PO101102,2025-11-07,46.0,Rail,Yes
S502986,PO100597,2025-03-13,47.0,Sea,Yes
S502987,PO101659,2025-03-19,79.0,Rail,Yes
S502988,PO101685,2025-10-17,149.0,FedEx,Yes
S502989,PO102605,2025-05-01,398.0,FedEx,Yes
S502990,PO102160,2025-06-22,130.0,Rail,Yes
S502991,PO102188,2025-07-12,127.0,Rail,Yes
S502992,PO101924,2025-08-17,365.0,Local,Yes
S502993,PO100729,2025-02-27,119.0,Sea,Yes
S502994,PO100588,2025-02-28,357.0,Sea,Yes
S502995,PO102458,2025-05-21,262.0,Sea,Yes
S502996,PO100376,2025-09-28,244.0,Sea,Yes
S502997,PO101407,2025-04-29,382.0,DHL,Yes
S502998,PO101869,2025-07-09,103.0,DHL,Yes
S502999,PO100750,2025-02-10,37.0,UPS,Yes
S503000,PO100626,2025-05-05,142.0,Rail,Yes
S503001,PO101629,2025-04-15,37.0,Rail,Yes
S503002,PO100994,2025-03-29,8.0,Rail,Yes
S503003,PO101583,2025-04-13,231.0,Rail,Yes
S503004,PO100702,2025-03-16,333.0,Sea,Yes
S503005,PO102509,2025-10-21,397.0,Sea,Yes
S503006,PO102059,2025-06-02,296.0,DHL,Yes
S503007,PO101179,2025-05-02,107.0,FedEx,Yes
S503008,PO100476,2025-03-10,348.0,Local,Yes
S503009,PO102986,2025-02-02,18.0,Sea,Yes
S503010,PO100400,2025-03-31,313.0,Sea,Yes
S503011,PO102855,2025-05-30,83.0,Sea,Yes
S503012,PO102224,2025-01-14,288.0,FedEx,Yes
S503013,PO100056,2025-03-10,194.0,FedEx,Yes
S503014,PO101875,2025-05-19,215.0,DHL,Yes
S503015,PO100447,2025-07-29,281.0,Sea,Yes
S503016,PO100202,2025-02-02,220.0,Local,Yes
S503017,PO101656,2025-06-18,289.0,Rail,Yes
S503018,PO100737,2025-08-27,344.0,Sea,Yes
S503019,PO100201,2025-03-18,194.0,DHL,Yes
S503020,PO101353,2025-08-03,158.0,DHL,Yes
S503021,PO102410,2025-07-10,104.0,Local,Yes
S503022,PO100891,2025-09-11,34.0,UPS,Yes
S503023,PO102501,2025-07-13,102.0,DHL,Yes
S503024,PO102403,2025-04-17,127.0,FedEx,Yes
S503025,PO100215,2025-03-24,214.0,FedEx,Yes
S503026,PO102602,2025-08-16,325.0,Rail,Yes
S503027,PO102934,2025-07-16,296.0,DHL,Yes
S503028,PO100022,2025-04-04,179.0,Rail,Yes
S503029,PO102202,2025-04-23,80.0,DHL,Yes
S503030,PO101209,2027-02-09,141.0,Local,Yes
S503031,PO102296,2025-04-05,31.0,Sea,Yes
S503032,PO100748,2025-12-12,372.0,DHL,Yes
S503033,PO100804,2025-04-23,0.0,UPS,No
S503034,PO100133,2025-04-22,48.0,FedEx,Yes
S503035,PO100320,2025-06-08,87.0,Local,Yes
S503036,PO102437,2025-03-16,304.0,Sea,Yes
S503037,PO100433,2025-02-03,61.0,Sea,Yes
S503038,PO101045,2025-05-08,396.0,FedEx,Yes
S503039,PO100872,2025-06-16,334.0,Sea,Yes
S503040,PO102905,2025-01-30,274.0,Rail,Yes
S503041,PO102098,2025-08-20,284.0,Local,Yes
S503042,PO102223,2025-03-19,80.0,UPS,Yes
S503043,PO102917,2025-09-30,180.0,FedEx,Yes
S503044,PO100252,2025-09-29,272.0,DHL,Yes
S503045,PO100965,2025-04-15,77.0,DHL,Yes
S503046,PO100738,2025-04-14,221.0,DHL,Yes
S503047,PO101129,2025-03-14,393.0,Local,Yes
S503048,PO101339,2025-02-02,282.0,UPS,Yes
S503049,PO100301,2025-05-16,28.0,Sea,Yes
S503050,PO102595,2025-08-18,361.0,UPS,Yes
S503051,PO101977,2025-05-02,77.0,UPS,Yes
S503052,PO102763,2025-05-17,164.0,FedEx,Yes
S503053,PO102826,2025-08-01,9.0,Local,Yes
S503054,PO102315,2025-02-15,175.0,DHL,Yes
S503055,PO100550,2025-04-29,307.0,FedEx,Yes
S503056,PO101478,2025-08-23,76.0,Sea,Yes
S503057,PO101315,2025-05-15,245.0,UPS,Yes
S503058,PO101587,2025-04-05,122.0,DHL,Yes
S503059,PO101822,2025-05-17,185.0,Local,Yes
S503060,PO101824,2025-05-15,32.0,Rail,Yes
S503061,PO101164,2025-02-17,250.0,UPS,Yes
S503062,PO100313,2026-03-05,57.0,UPS,Yes
S503063,PO100183,2025-10-10,310.0,UPS,Yes
S503064,PO101687,2025-06-05,372.0,UPS,Yes
S503065,PO100712,2025-06-03,144.0,DHL,Yes
S503066,PO102175,2025-09-04,318.0,Local,Yes
S503067,PO101310,2025-03-09,84.0,FedEx,Yes
S503068,PO102747,2025-03-14,56.0,DHL,Yes
S503069,PO102433,2025-03-15,279.0,Local,Yes
S503070,PO100270,2025-08-03,0.0,FedEx,No
S503071,PO101794,2025-02-01,166.0,UPS,Yes
S503072,PO100810,2026-06-06,158.0,Local,Yes
S503073,PO102462,2025-06-23,249.0,UPS,Yes
S503074,PO100197,2025-11-25,186.0,Local,Yes
S503075,PO101079,2026-02-07,78.0,Sea,Yes
S503076,PO102878,2025-05-28,22.0,Rail,Yes
S503077,PO101226,2025-03-24,108.0,UPS,Yes
S503078,PO101644,2025-02-20,273.0,UPS,Yes
S503079,PO100627,2025-08-14,252.0,UPS,Yes
S503080,PO100603,2025-02-12,15.0,Sea,Yes
S503081,PO101161,2025-02-18,370.0,DHL,Yes
S503082,PO101445,2025-04-06,304.0,FedEx,Yes
S503083,PO101080,2025-08-21,160.0,UPS,Yes
S503084,PO101585,2025-03-04,205.0,UPS,Yes
S503085,PO102118,2025-02-18,113.0,DHL,Yes
S503086,PO100910,2025-06-10,168.0,DHL,Yes
S503087,PO100593,2025-03-10,353.0,Rail,Yes
S503088,PO101395,2025-10-11,253.0,Local,Yes
S503089,PO100599,2025-02-11,186.0,UPS,Yes
S503090,PO100513,2025-09-27,347.0,Local,Yes
S503091,PO101895,2025-07-30,227.0,DHL,Yes
S503092,PO102131,2025-02-25,16.0,DHL,Yes
S503093,PO101066,2025-03-04,156.0,Rail,Yes
S503094,PO102886,2025-04-26,354.0,FedEx,Yes
S503095,PO101957,2025-04-08,111.0,Sea,Yes
S503096,PO102653,2025-02-26,1.0,Sea,Yes
S503097,PO100809,2025-02-06,41.0,Sea,Yes
S503098,PO102180,2025-03-25,48.0,DHL,Yes
S503099,PO101088,2026-08-25,108.0,UPS,Yes
S503100,PO100289,2025-05-25,161.0,Rail,Yes
S503101,PO102423,2025-04-30,161.0,FedEx,Yes
S503102,PO100768,2025-04-10,359.0,Sea,Yes
S503103,PO102514,2025-06-12,128.0,Rail,Yes
S503104,PO100470,2025-02-21,210.0,DHL,Yes
S503105,PO102196,2025-04-06,151.0,Sea,Yes
S503106,PO100087,2025-06-08,255.0,FedEx,Yes
S503107,PO102443,2025-08-27,218.0,Local,Yes
S503108,PO100789,2026-01-30,30.0,FedEx,Yes
S503109,PO101664,2026-09-25,45.0,UPS,Yes
S503110,PO101309,2025-08-29,80.0,Sea,Yes
S503111,PO100864,2025-05-05,39.0,Sea,Yes
S503112,PO101293,2025-06-17,240.0,Local,Yes
S503113,PO100023,2025-03-10,45.0,Local,Yes
S503114,PO101886,2025-02-08,78.0,Sea,Yes
S503115,PO100310,2025-03-19,337.0,UPS,Yes
S503116,PO101484,2025-04-14,396.0,Local,Yes
S503117,PO101231,2025-02-26,349.0,DHL,Yes
S503118,PO102711,2025-04-24,288.0,Sea,Yes
S503119,PO102485,2026-06-16,280.0,FedEx,Yes
S503120,PO100705,2026-08-09,116.0,FedEx,Yes
S503121,PO101359,2025-06-04,269.0,UPS,Yes
S503122,PO100421,2025-08-31,335.0,DHL,Yes
S503123,PO101773,2026-01-31,312.0,Local,Yes
S503124,PO102368,2025-03-08,53.0,Sea,Yes
S503125,PO102634,2025-07-12,68.0,FedEx,Yes
S503126,PO100946,2025-02-06,182.0,FedEx,Yes
S503127,PO101186,2025-07-12,0.0,FedEx,No
S503128,PO101834,2025-08-05,284.0,FedEx,Yes
S503129,PO101564,2025-09-10,306.0,Rail,Yes
S503130,PO100848,2025-05-03,386.0,UPS,Yes
