po_id,material_id,vendor_id,order_date,delivery_date,quantity
PO101000,M0153,V014,25-01-2025,10-03-2025,298
PO101001,M0192,V030,04-04-2025,30-05-2025,350
PO101002,M0078,V039,05-09-2025,,413
PO101003,M0187,V022,08-06-2025,01-08-2025,403
PO101004,M0145,V002,17-07-2025,,494
PO101005,M0067,V045,10-05-2025,13-06-2025,11
PO101006,M0016,V009,22-05-2025,23-06-2025,98
PO101007,M0162,V042,16-08-2025,12-10-2025,434
PO101008,M0122,V001,04-02-2025,27-03-2025,71
PO101009,M0149,V039,22-03-2025,03-05-2025,364
PO101010,M0044,V031,31-01-2025,22-02-2025,58
PO101011,M0147,V001,12-06-2026,07-07-2026,290
PO101012,M0014,V001,13-12-2025,10-02-2026,251
PO101013,M0169,V044,05-01-2025,25-01-2025,276
PO101014,M0075,V012,27-05-2025,24-07-2025,50
PO101015,M0189,V027,08-11-2025,18-11-2025,358
PO101016,M0160,V036,24-01-2025,15-02-2025,216
PO101017,M0007,V045,11-04-2025,14-05-2025,394
PO101018,M0074,V046,24-10-2025,13-11-2025,416
PO101019,M0125,V032,05-01-2025,27-02-2025,52
PO101020,M0022,V049,24-05-2025,27-06-2025,271
PO101021,M0033,V026,12-02-2025,25-03-2025,485
PO101022,M0130,V035,06-11-2025,20-12-2025,84
PO101023,M0020,V006,02-03-2026,18-04-2026,387
PO101024,M0072,BAD,13-12-2025,11-01-2026,293
PO101025,M0065,V042,19-03-2025,14-04-2025,126
PO101026,M0034,V042,26-08-2025,01-09-2025,296
PO101027,M0158,V005,12-08-2025,17-09-2025,72
PO101028,M0072,V035,16-02-2025,16-04-2025,296
PO101029,M0071,V002,31-07-2025,25-08-2025,236
PO101030,M0066,,05-01-2025,21-01-2025,56
PO101031,M0004,V043,19-04-2025,25-05-2025,407
PO101032,M0190,V029,01-02-2025,19-02-2025,360
PO101033,M0029,V044,16-01-2025,12-02-2025,395
PO101034,M0155,V008,10-01-2025,07-03-2025,110
PO101035,M0045,V023,24-05-2025,14-06-2025,192
PO101036,M0152,,19-02-2025,17-03-2025,392
PO101037,M0190,V025,04-06-2025,26-06-2025,93
PO101038,M0039,,09-01-2025,21-02-2025,350
PO101039,M0169,V039,15-02-2025,05-04-2025,56
PO101040,M0115,V023,04-04-2025,26-04-2025,60
PO101041,M0095,V025,07-07-2025,16-08-2025,138
PO101042,M0045,V012,16-02-2025,21-02-2025,39
PO101043,M0067,V050,28-04-2025,05-06-2025,28
PO101044,M0180,NULL,18-09-2025,05-10-2025,49
PO101045,M0061,V045,25-04-2025,05-05-2025,420
PO101046,M0125,V001,01-02-2025,21-02-2025,125
PO101047,M0047,V008,03-01-2025,,13
PO101048,M0136,V030,02-09-2025,03-10-2025,480
PO101049,M0009,V024,03-01-2025,08-02-2025,36
PO101050,M0088,V013,07-09-2025,17-10-2025,101
PO101051,M0022,V029,01-04-2025,,282
PO101052,M0038,V001,02-12-2025,22-12-2025,86
PO101053,M0153,V015,12-07-2025,30-08-2025,4
PO101054,M0040,V048,12-01-2027,16-02-2027,223
PO101055,M0127,V002,21-02-2025,08-04-2025,338
PO101056,M0193,V049,24-06-2025,13-08-2025,448
PO101057,M0106,V018,03-03-2025,08-04-2025,166
PO101058,M0198,V044,20-03-2025,22-04-2025,383
PO101059,M0099,V046,29-04-2025,23-06-2025,344
PO101060,M0061,V023,06-09-2025,12-09-2025,383
PO101061,M0170,V013,12-05-2026,22-05-2026,376
PO101062,M0113,V006,25-06-2025,18-07-2025,471
PO101063,M0186,,06-03-2025,25-03-2025,278
PO101064,M0164,V040,07-03-2025,06-04-2025,130
PO101065,M0043,V041,10-06-2025,29-07-2025,31
PO101066,M0054,V020,02-02-2025,22-02-2025,375
PO101067,M0148,NULL,15-01-2025,08-02-2025,11
PO101068,M0188,V046,22-02-2025,10-04-2025,476
PO101069,M0089,V015,10-02-2025,24-03-2025,302
PO101070,M0014,V015,12-02-2025,12-03-2025,96
PO101071,M0165,V032,01-02-2025,08-03-2025,190
PO101072,M0068,V024,06-01-2025,15-02-2025,453
PO101073,M0194,V003,03-01-2025,10-02-2025,192
PO101074,M0030,V018,12-06-2026,09-07-2026,486
PO101075,M0014,V032,08-03-2025,09-04-2025,266
PO101076,M0043,V046,28-02-2025,21-04-2025,424
PO101077,M0119,V046,17-05-2025,26-06-2025,128
PO101078,M0103,V039,30-01-2025,25-02-2025,238
PO101079,M0122,V014,26-12-2025,22-01-2026,408
PO101080,M0078,V001,05-07-2025,23-08-2025,355
PO101081,M0122,V013,12-01-2025,15-02-2025,428
PO101082,M0192,,06-03-2025,28-03-2025,112
PO101083,M0193,V041,11-09-2025,05-10-2025,316
PO101084,M0137,V026,14-12-2025,04-01-2026,446
PO101085,M0060,V008,17-03-2025,05-04-2025,343
PO101086,M0098,V018,25-04-2025,07-05-2025,145
PO101087,M0175,V037,22-01-2025,14-03-2025,65
PO101088,M0181,V033,22-07-2026,08-08-2026,247
PO101089,M0100,V032,01-02-2025,26-02-2025,223
PO101090,M0122,V011,10-12-2025,22-12-2025,479
PO101091,M0068,V036,06-05-2025,27-06-2025,490
PO101092,M0038,V013,23-04-2025,01-06-2025,313
PO101093,M0136,V043,28-03-2025,20-05-2025,439
PO101094,M0112,V048,01-02-2025,22-03-2025,106
PO101095,M0004,V037,24-01-2025,09-02-2025,181
PO101096,M0074,V044,30-01-2025,16-02-2025,184
PO101097,M0115,V044,25-01-2025,12-02-2025,226
PO101098,M0098,V039,01-07-2025,22-08-2025,265
PO101099,M0174,V037,21-02-2025,28-03-2025,278
PO101100,M0081,V012,08-01-2025,30-01-2025,397
PO101101,M0136,V005,22-02-2026,14-04-2026,89
PO101102,M0175,V038,16-09-2025,28-10-2025,176
PO101103,M0011,V009,12-11-2025,04-01-2026,18
PO101104,M0025,V048,26-09-2026,03-11-2026,371
PO101105,M0137,V005,23-01-2025,07-03-2025,460
PO101106,M0164,V009,02-03-2025,25-03-2025,424
PO101107,M0091,V017,20-06-2025,01-07-2025,401
PO101108,M0111,V037,23-05-2025,20-07-2025,399
PO101109,M0157,V015,21-01-2025,07-02-2025,106
PO101110,M0167,V034,23-07-2025,15-08-2025,271
PO101111,M0070,V047,31-01-2025,19-02-2025,463
PO101112,M0086,BAD,31-01-2025,28-02-2025,319
PO101113,M0070,V018,03-04-2025,19-04-2025,167
PO101114,M0069,V013,18-04-2025,12-05-2025,13
PO101115,M0026,V044,15-04-2025,20-04-2025,337
PO101116,M0066,V002,12-01-2025,03-03-2025,32
PO101117,M0168,V045,09-09-2025,18-10-2025,393
PO101118,M0150,V044,07-02-2025,20-02-2025,40
PO101119,M0101,V035,17-01-2025,08-02-2025,148
PO101120,M0119,V040,21-09-2025,28-09-2025,218
PO101121,M0198,V017,09-01-2026,17-01-2026,219
PO101122,M0173,V044,26-08-2025,05-10-2025,469
PO101123,M0192,V036,18-07-2025,10-08-2025,82
PO101124,M0062,V030,08-05-2025,26-06-2025,333
PO101125,M0188,V001,07-04-2025,20-04-2025,208
PO101126,M0173,V028,11-01-2025,25-02-2025,201
PO101127,M0151,V042,05-03-2025,04-05-2025,447
PO101128,M0198,V044,25-02-2025,19-04-2025,332
PO101129,M0050,V042,06-02-2025,14-03-2025,428
PO101130,M0134,V004,04-06-2025,15-06-2025,38
PO101131,M0087,V021,24-03-2025,23-05-2025,211
PO101132,M0174,V028,11-01-2025,16-01-2025,444
PO101133,M0177,V027,30-01-2025,12-03-2025,327
PO101134,M0047,V018,18-05-2025,10-06-2025,249
PO101135,M0081,V008,10-01-2025,14-02-2025,227
PO101136,M0141,V044,17-08-2025,21-09-2025,48
PO101137,M0003,V034,24-03-2025,26-04-2025,18
PO101138,M0173,V030,20-03-2025,15-04-2025,400
PO101139,M0003,V032,18-04-2025,04-05-2025,439
PO101140,M0018,V024,28-07-2025,05-08-2025,295
PO101141,M0004,V034,21-02-2025,14-03-2025,196
PO101142,M0106,V049,16-05-2025,15-07-2025,187
PO101143,M0026,V003,11-04-2025,16-05-2025,345
PO101144,M0135,V047,07-02-2025,19-02-2025,224
PO101145,M0027,V015,11-09-2025,07-11-2025,318
PO101146,M0176,V004,11-07-2025,20-07-2025,488
PO101147,M0115,V018,09-05-2025,08-06-2025,397
PO101148,M0090,V027,17-08-2025,22-09-2025,365
PO101149,M0057,V035,31-08-2025,09-09-2025,337
PO101150,M0186,V029,28-05-2025,08-07-2025,497
PO101151,M0073,V021,06-08-2025,20-09-2025,229
PO101152,M0065,V001,24-05-2025,11-07-2025,390
PO101153,M0050,V026,17-05-2025,25-05-2025,467
PO101154,M0009,V013,26-04-2025,10-05-2025,77
PO101155,M0007,V022,17-06-2025,01-07-2025,188
PO101156,M0159,V006,21-01-2025,18-03-2025,346
PO101157,M0024,V037,13-09-2025,24-10-2025,270
PO101158,M0015,NULL,04-09-2025,28-09-2025,95
PO101159,M0153,V002,04-01-2025,14-01-2025,310
PO101160,M0169,V048,29-07-2025,18-08-2025,132
PO101161,M0056,V015,17-01-2025,29-01-2025,39
PO101162,M0154,V045,18-02-2025,30-03-2025,72
PO101163,M0164,V028,13-06-2025,05-08-2025,281
PO101164,M0032,V005,22-01-2025,22-02-2025,333
PO101165,M0182,V016,24-07-2025,05-09-2025,160
PO101166,M0031,V013,03-08-2025,15-09-2025,187
PO101167,M0023,V011,26-03-2025,20-05-2025,486
PO101168,M0155,V022,01-01-2025,14-02-2025,191
PO101169,M0034,V020,10-02-2025,,422
PO101170,M0097,V005,26-04-2025,19-06-2025,120
PO101171,M0169,V041,22-04-2026,30-05-2026,220
PO101172,M0196,V041,30-04-2025,29-05-2025,53
PO101173,M0166,V007,06-02-2025,11-03-2025,222
PO101174,M0145,V002,01-05-2025,03-06-2025,451
PO101175,M0048,V031,04-04-2025,28-04-2025,412
PO101176,M0029,V028,01-07-2025,30-08-2025,131
PO101177,M0179,NULL,14-01-2025,25-02-2025,237
PO101178,M0048,V002,21-06-2025,,246
PO101179,M0065,V038,04-04-2025,28-04-2025,226
PO101180,M0076,NULL,31-01-2026,,208
PO101181,M0120,V041,20-02-2025,05-04-2025,406
PO101182,M0170,V022,01-05-2025,09-05-2025,96
PO101183,M0020,V017,19-11-2025,02-01-2026,422
PO101184,M0164,V016,13-01-2025,06-03-2025,200
PO101185,M0117,V007,29-11-2025,10-12-2025,247
PO101186,M0071,V031,20-05-2025,12-07-2025,72
PO101187,M0197,V016,09-01-2025,27-01-2025,318
PO101188,M0110,V022,12-02-2025,29-03-2025,185
PO101189,M0178,V004,28-05-2025,15-06-2025,6
PO101190,M0171,,09-01-2025,30-01-2025,206
PO101191,M0198,V022,15-04-2025,01-06-2025,32
PO101192,M0198,V034,20-02-2025,02-03-2025,99
PO101193,M0083,BAD,27-04-2025,12-05-2025,394
PO101194,M0066,V016,06-01-2025,26-01-2025,387
PO101195,M0042,V005,04-09-2025,20-09-2025,256
PO101196,M0200,V050,12-03-2026,21-04-2026,187
PO101197,M0019,V039,21-02-2026,02-03-2026,76
PO101198,M0071,V040,16-06-2025,01-07-2025,177
PO101199,M0199,V029,17-01-2025,22-01-2025,315
PO101200,M0016,V049,20-06-2025,21-07-2025,287
PO101201,M0098,V007,03-01-2025,05-02-2025,349
PO101202,M0100,V041,03-01-2025,21-02-2025,255
PO101203,M0086,V029,16-02-2025,31-03-2025,325
PO101204,M0016,V038,22-03-2025,26-04-2025,190
PO101205,M0067,V008,26-06-2025,19-07-2025,308
PO101206,M0068,V006,18-05-2025,25-05-2025,345
PO101207,M0046,V004,12-03-2025,31-03-2025,127
PO101208,M0113,V003,08-02-2025,03-03-2025,425
PO101209,M0018,V025,04-12-2026,23-01-2027,287
PO101210,M0126,V021,08-03-2025,31-03-2025,254
PO101211,M0052,V045,14-03-2025,02-05-2025,213
PO101212,M0157,V005,22-01-2025,23-03-2025,250
PO101213,M0101,BAD,10-07-2025,13-08-2025,84
PO101214,M0046,V009,22-05-2025,31-05-2025,487
PO101215,M0166,V004,30-01-2025,19-03-2025,383
PO101216,M0126,NULL,11-01-2025,30-01-2025,406
PO101217,M0028,V029,17-05-2025,07-06-2025,388
PO101218,M0037,V004,08-05-2025,02-07-2025,13
PO101219,M0139,V020,08-02-2025,04-04-2025,45
PO101220,M0197,V040,28-12-2025,,127
PO101221,M0111,V041,20-01-2025,03-03-2025,426
PO101222,M0056,V028,09-03-2025,25-04-2025,114
PO101223,M0158,V005,12-12-2025,06-02-2026,433
PO101224,M0165,V007,07-03-2025,24-03-2025,276
PO101225,M0028,V044,03-05-2025,04-06-2025,205
PO101226,M0114,V004,02-03-2025,14-03-2025,337
PO101227,M0184,V036,08-02-2025,19-03-2025,438
PO101228,M0067,V004,12-05-2026,31-05-2026,420
PO101229,M0027,V019,05-03-2025,20-04-2025,481
PO101230,M0009,V025,27-09-2025,11-10-2025,385
PO101231,M0019,V026,01-02-2025,23-02-2025,399
PO101232,M0019,V007,29-01-2025,27-03-2025,461
PO101233,M0147,V040,04-01-2025,18-01-2025,273
PO101234,M0187,V049,07-05-2025,16-05-2025,408
PO101235,M0065,V027,25-02-2025,05-03-2025,58
PO101236,M0199,V015,28-08-2025,12-09-2025,328
PO101237,M0115,V039,18-03-2025,12-05-2025,498
PO101238,M0005,BAD,18-02-2026,14-03-2026,219
PO101239,M0128,V043,25-01-2025,09-03-2025,109
PO101240,M0039,V040,01-09-2025,23-10-2025,279
PO101241,M0168,V001,29-06-2025,25-08-2025,174
PO101242,M0164,V030,26-06-2025,06-08-2025,328
PO101243,M0001,V025,12-08-2025,04-09-2025,264
PO101244,M0010,V030,21-06-2025,24-07-2025,315
PO101245,M0171,BAD,29-04-2025,11-05-2025,474
PO101246,M0100,V028,17-01-2025,20-02-2025,111
PO101247,M0069,V040,04-01-2025,22-02-2025,187
PO101248,M0039,V040,01-11-2025,25-11-2025,269
PO101249,M0180,V007,26-04-2025,14-06-2025,423
PO101250,M0085,V022,11-07-2025,10-08-2025,229
PO101251,M0101,V042,20-03-2025,11-04-2025,497
PO101252,M0148,V044,15-01-2025,21-02-2025,156
PO101253,M0001,BAD,17-01-2025,25-02-2025,473
PO101254,M0132,V002,19-05-2025,24-06-2025,189
PO101255,M0182,V030,09-03-2025,11-04-2025,272
PO101256,M0198,V034,27-01-2025,06-02-2025,375
PO101257,M0126,V022,23-03-2025,05-05-2025,2
PO101258,M0123,V038,08-01-2025,15-01-2025,246
PO101259,M0112,V013,15-04-2025,,210
PO101260,M0104,V007,07-02-2025,31-03-2025,401
PO101261,M0187,V007,11-07-2025,05-08-2025,286
PO101262,M0200,V001,14-02-2025,29-03-2025,359
PO101263,M0018,V039,14-03-2025,04-04-2025,13
PO101264,M0139,V046,02-01-2025,08-01-2025,96
PO101265,M0058,V005,10-01-2025,20-01-2025,498
PO101266,M0001,V038,01-03-2025,20-03-2025,221
PO101267,M0099,BAD,20-03-2025,07-05-2025,238
PO101268,M0177,V013,20-04-2025,17-06-2025,94
PO101269,M0200,V037,11-02-2025,12-04-2025,338
PO101270,M0124,V009,23-05-2025,03-07-2025,269
PO101271,M0032,V041,25-08-2025,06-10-2025,171
PO101272,M0146,V033,01-07-2025,07-07-2025,469
PO101273,M0138,V017,05-01-2025,27-02-2025,94
PO101274,M0092,V023,20-03-2025,07-05-2025,149
PO101275,M0086,V027,14-01-2025,12-03-2025,112
PO101276,M0175,V031,03-02-2025,25-02-2025,55
PO101277,M0078,V047,03-06-2026,14-07-2026,337
PO101278,M0103,V040,19-01-2025,26-01-2025,424
PO101279,M0015,V029,24-03-2025,16-05-2025,467
PO101280,M0162,V012,26-04-2025,18-06-2025,116
PO101281,M0166,V016,26-05-2025,11-06-2025,143
PO101282,M0024,V009,09-04-2025,,201
PO101283,M0094,NULL,02-01-2025,09-02-2025,180
PO101284,M0137,V003,17-02-2025,04-04-2025,202
PO101285,M0088,V004,29-03-2025,01-05-2025,364
PO101286,M0021,V009,12-01-2025,03-02-2025,479
PO101287,M0118,V020,21-02-2025,09-03-2025,53
PO101288,M0195,V038,05-01-2025,16-02-2025,471
PO101289,M0197,V028,10-01-2025,11-02-2025,384
PO101290,M0075,V033,02-03-2025,16-04-2025,180
PO101291,M0166,V042,18-01-2025,16-03-2025,414
PO101292,M0052,V049,11-04-2025,17-05-2025,417
PO101293,M0046,V023,21-05-2025,31-05-2025,313
PO101294,M0142,V020,13-07-2025,17-08-2025,308
PO101295,M0011,V038,27-01-2025,23-02-2025,137
PO101296,M0099,V035,22-01-2025,22-02-2025,182
PO101297,M0170,V050,14-01-2025,09-02-2025,367
PO101298,M0049,V010,02-05-2025,27-05-2025,1
PO101299,M0077,V010,28-05-2025,14-07-2025,44
PO101300,M0179,V031,04-01-2025,15-01-2025,227
PO101301,M0100,V020,27-11-2025,25-01-2026,331
PO101302,M0028,V039,07-01-2025,22-01-2025,98
PO101303,M0162,V022,04-04-2025,30-04-2025,208
PO101304,M0177,V019,29-05-2025,,265
PO101305,M0092,V024,03-09-2025,22-10-2025,288
PO101306,M0125,V001,31-05-2025,06-07-2025,271
PO101307,M0022,V034,14-07-2025,06-08-2025,140
PO101308,M0162,V038,19-02-2025,07-04-2025,481
PO101309,M0113,V043,22-07-2025,21-08-2025,237
PO101310,M0189,V044,11-01-2025,09-03-2025,462
PO101311,M0049,V010,28-09-2025,20-11-2025,441
PO101312,M0036,V004,06-04-2025,16-05-2025,392
PO101313,M0010,V016,23-07-2025,30-07-2025,72
PO101314,M0050,V033,14-03-2025,17-04-2025,155
PO101315,M0007,,04-05-2025,14-05-2025,190
PO101316,M0185,V036,31-03-2025,25-04-2025,268
PO101317,M0152,V004,07-06-2025,28-06-2025,321
PO101318,M0062,V028,11-01-2025,05-02-2025,107
PO101319,M0126,V023,08-01-2025,20-01-2025,232
PO101320,M0100,V013,04-02-2025,30-03-2025,42
PO101321,M0017,V013,21-01-2025,20-02-2025,190
PO101322,M0139,V041,04-09-2025,03-11-2025,371
PO101323,M0165,V013,30-01-2025,08-03-2025,139
PO101324,M0079,BAD,23-03-2026,19-05-2026,103
PO101325,M0128,V005,19-02-2025,24-02-2025,171
PO101326,M0137,V022,25-01-2025,13-03-2025,351
PO101327,M0116,V013,07-07-2025,05-09-2025,273
PO101328,M0005,V043,10-05-2025,18-06-2025,481
PO101329,M0010,V031,24-03-2025,27-04-2025,416
PO101330,M0087,V045,08-04-2025,09-05-2025,221
PO101331,M0015,V045,02-06-2025,10-06-2025,213
PO101332,M0087,V030,01-02-2025,18-02-2025,341
PO101333,M0185,V039,05-11-2026,13-12-2026,424
PO101334,M0011,V045,18-03-2026,15-04-2026,407
PO101335,M0104,V022,07-05-2025,,56
PO101336,M0031,V038,27-01-2025,21-03-2025,390
PO101337,M0055,V037,17-05-2025,22-06-2025,342
PO101338,M0168,V022,09-01-2025,23-02-2025,434
PO101339,M0171,V040,04-01-2025,06-02-2025,102
PO101340,M0134,V020,05-02-2025,30-03-2025,421
PO101341,M0118,V027,16-03-2025,24-03-2025,493
PO101342,M0174,V022,01-09-2025,19-09-2025,192
PO101343,M0138,V011,05-06-2025,27-06-2025,499
PO101344,M0039,V007,12-06-2025,22-07-2025,310
PO101345,M0190,V030,08-03-2025,21-03-2025,200
PO101346,M0149,BAD,20-02-2025,15-03-2025,233
PO101347,M0060,V003,25-02-2025,30-03-2025,433
PO101348,M0019,V032,12-06-2026,31-07-2026,227
PO101349,M0010,V015,05-01-2025,10-02-2025,371
PO101350,M0189,V001,31-08-2025,12-09-2025,139
PO101351,M0037,V041,14-04-2025,20-04-2025,344
PO101352,M0126,V015,11-03-2025,25-04-2025,305
PO101353,M0168,V045,05-06-2025,18-07-2025,149
PO101354,M0005,V015,22-03-2025,17-05-2025,115
PO101355,M0121,V030,06-09-2025,26-09-2025,450
PO101356,M0159,V040,05-10-2025,24-11-2025,63
PO101357,M0012,V014,07-03-2025,22-03-2025,104
PO101358,M0063,V016,08-02-2025,04-03-2025,339
PO101359,M0180,V031,18-04-2025,28-05-2025,359
PO101360,M0167,V048,20-10-2025,25-10-2025,156
PO101361,M0034,V050,29-01-2025,10-03-2025,273
PO101362,M0004,,28-04-2025,29-05-2025,6
PO101363,M0045,V022,30-04-2025,10-05-2025,147
PO101364,M0162,NULL,08-06-2025,27-06-2025,184
PO101365,M0013,V048,17-01-2025,16-03-2025,486
PO101366,M0079,V025,31-05-2025,12-06-2025,28
PO101367,M0025,V014,15-10-2025,18-11-2025,450
PO101368,M0117,V026,24-01-2025,05-02-2025,38
PO101369,M0157,V012,02-02-2025,20-03-2025,119
PO101370,M0044,,03-03-2026,30-04-2026,293
PO101371,M0152,V001,24-01-2025,07-02-2025,371
PO101372,M0017,V024,20-08-2025,25-09-2025,244
PO101373,M0028,V001,23-03-2025,12-05-2025,68
PO101374,M0030,V005,04-02-2025,27-02-2025,214
PO101375,M0128,V023,03-09-2025,10-10-2025,218
PO101376,M0153,V002,12-03-2025,01-05-2025,177
PO101377,M0158,V036,28-03-2025,19-04-2025,299
PO101378,M0057,V008,23-02-2025,26-03-2025,164
PO101379,M0017,V010,18-04-2025,15-06-2025,58
PO101380,M0052,V019,22-01-2025,26-02-2025,269
PO101381,M0110,V029,01-03-2025,05-04-2025,308
PO101382,M0087,V013,23-02-2026,15-03-2026,58
PO101383,M0189,V041,05-02-2025,11-03-2025,288
PO101384,M0174,V038,09-05-2025,18-06-2025,465
PO101385,M0103,V049,17-02-2025,03-03-2025,105
PO101386,M0084,V024,28-06-2025,27-07-2025,228
PO101387,M0031,V003,17-01-2025,03-02-2025,247
PO101388,M0176,V002,25-02-2026,09-04-2026,188
PO101389,M0148,V013,14-03-2025,20-04-2025,494
PO101390,M0140,V013,02-02-2025,26-03-2025,83
PO101391,M0036,V019,10-01-2025,23-01-2025,186
PO101392,M0083,V012,23-01-2025,24-03-2025,252
PO101393,M0055,V015,30-03-2025,08-04-2025,355
PO101394,M0196,V017,19-02-2025,13-03-2025,238
PO101395,M0012,V047,31-07-2025,23-09-2025,360
PO101396,M0152,V012,09-03-2025,03-05-2025,184
PO101397,M0045,V022,04-02-2025,04-04-2025,284
PO101398,M0086,V036,26-04-2025,27-05-2025,385
PO101399,M0017,V016,28-05-2025,23-06-2025,426
PO101400,M0031,V012,22-01-2025,18-03-2025,210
PO101401,M0071,V013,23-01-2025,01-03-2025,304
PO101402,M0037,V002,05-01-2025,27-01-2025,296
PO101403,M0194,V012,09-06-2025,05-08-2025,97
PO101404,M0107,V017,11-05-2025,16-05-2025,447
PO101405,M0044,V007,19-03-2025,11-04-2025,460
PO101406,M0179,V002,12-08-2025,02-10-2025,456
PO101407,M0095,V044,16-07-2025,,472
PO101408,M0142,V009,16-04-2025,13-06-2025,208
PO101409,M0043,V025,01-09-2025,13-10-2025,370
PO101410,M0113,V042,28-01-2025,11-03-2025,388
PO101411,M0063,BAD,15-01-2025,03-03-2025,422
PO101412,M0149,V008,07-02-2025,15-03-2025,492
PO101413,M0011,V022,08-01-2025,09-03-2025,411
PO101414,M0035,V014,01-04-2025,15-04-2025,137
PO101415,M0026,V020,28-11-2025,31-12-2025,367
PO101416,M0162,V030,05-01-2025,13-02-2025,400
PO101417,M0157,V016,16-01-2025,20-02-2025,184
PO101418,M0097,V024,14-03-2025,10-04-2025,76
PO101419,M0200,NULL,22-11-2025,18-12-2025,287
PO101420,M0041,V024,15-02-2025,27-03-2025,472
PO101421,M0005,V043,26-03-2025,18-05-2025,375
PO101422,M0125,V011,06-01-2025,14-02-2025,142
PO101423,M0021,V034,20-01-2025,18-02-2025,237
PO101424,M0002,NULL,02-06-2026,06-07-2026,25
PO101425,M0002,V040,07-02-2026,04-03-2026,290
PO101426,M0046,V028,01-01-2025,02-03-2025,67
PO101427,M0023,V046,30-12-2025,16-01-2026,250
PO101428,M0181,V005,03-05-2025,21-06-2025,408
PO101429,M0167,V008,31-08-2025,20-09-2025,118
PO101430,M0152,V010,14-03-2025,24-04-2025,490
PO101431,M0073,V009,28-03-2025,26-04-2025,73
PO101432,M0107,BAD,22-03-2025,10-04-2025,282
PO101433,M0178,V013,12-05-2025,10-07-2025,404
PO101434,M0198,V013,19-01-2025,14-03-2025,448
PO101435,M0122,V035,04-01-2025,04-02-2025,360
PO101436,M0178,V025,14-02-2025,21-02-2025,10
PO101437,M0033,V045,27-05-2025,21-06-2025,211
PO101438,M0053,V024,28-01-2025,21-03-2025,323
PO101439,M0037,V021,15-05-2025,19-06-2025,152
PO101440,M0164,V039,25-02-2026,16-04-2026,5
PO101441,M0070,V028,12-01-2025,09-03-2025,195
PO101442,M0134,V041,14-05-2025,12-06-2025,442
PO101443,M0116,V016,12-03-2025,10-04-2025,283
PO101444,M0106,V003,01-09-2025,18-10-2025,464
PO101445,M0062,V049,24-01-2025,20-03-2025,113
PO101446,M0045,V040,22-05-2025,18-07-2025,271
PO101447,M0157,V038,07-08-2025,22-09-2025,163
PO101448,M0178,V013,14-12-2025,28-12-2025,460
PO101449,M0010,V035,18-05-2025,23-06-2025,105
PO101450,M0153,V019,24-03-2025,31-03-2025,181
PO101451,M0047,BAD,26-04-2025,09-05-2025,44
PO101452,M0184,V010,01-09-2025,08-10-2025,282
PO101453,M0128,V021,12-04-2025,24-05-2025,175
PO101454,M0157,V016,04-01-2025,30-01-2025,162
PO101455,M0023,V004,17-11-2025,16-01-2026,471
PO101456,M0161,V041,21-05-2025,01-06-2025,351
PO101457,M0078,BAD,16-05-2025,15-07-2025,434
PO101458,M0090,V018,30-01-2025,30-03-2025,340
PO101459,M0108,V009,10-05-2025,12-06-2025,140
PO101460,M0002,V033,02-03-2025,13-03-2025,471
PO101461,M0143,V038,07-05-2025,14-06-2025,132
PO101462,M0061,V032,14-01-2025,17-02-2025,87
PO101463,M0050,V014,09-05-2025,14-05-2025,176
PO101464,M0031,V047,13-06-2027,03-08-2027,183
PO101465,M0136,V006,06-01-2025,20-01-2025,368
PO101466,M0025,BAD,30-03-2026,30-04-2026,129
PO101467,M0159,V031,04-03-2025,03-05-2025,246
PO101468,M0093,BAD,03-09-2025,19-10-2025,89
PO101469,M0195,V043,03-07-2025,17-07-2025,66
PO101470,M0139,V040,11-04-2025,20-04-2025,158
PO101471,M0130,V005,10-06-2025,15-07-2025,387
PO101472,M0057,V011,10-09-2025,04-11-2025,378
PO101473,M0119,V033,04-03-2025,25-03-2025,149
PO101474,M0198,V025,17-02-2025,15-03-2025,473
PO101475,M0161,V049,13-05-2025,26-06-2025,340
PO101476,M0169,V042,17-07-2025,04-09-2025,433
PO101477,M0054,V049,22-06-2025,22-07-2025,116
PO101478,M0071,V033,11-07-2025,26-08-2025,214
PO101479,M0014,V024,10-03-2025,20-03-2025,469
PO101480,M0050,V032,24-07-2025,21-09-2025,446
PO101481,M0029,V034,16-01-2025,11-02-2025,481
PO101482,M0039,V030,05-04-2025,03-06-2025,372
PO101483,M0176,V012,01-01-2025,18-02-2025,294
PO101484,M0122,V021,17-02-2025,17-04-2025,253
PO101485,M0128,V046,24-02-2025,04-04-2025,143
PO101486,M0046,V024,02-03-2025,31-03-2025,250
PO101487,M0041,V034,23-05-2025,17-06-2025,366
PO101488,M0172,V045,01-03-2025,15-04-2025,436
PO101489,M0012,V031,13-03-2025,02-05-2025,463
PO101490,M0014,V046,02-02-2025,27-03-2025,302
PO101491,M0166,V032,26-02-2025,03-04-2025,25
PO101492,M0094,V031,31-01-2025,,277
PO101493,M0073,V018,10-01-2025,18-02-2025,472
PO101494,M0054,V038,21-04-2025,28-04-2025,377
PO101495,M0112,V026,13-05-2025,26-06-2025,378
PO101496,M0065,V041,26-04-2025,05-05-2025,389
PO101497,M0086,BAD,16-03-2025,05-04-2025,70
PO101498,M0158,V038,27-02-2025,13-04-2025,113
PO101499,M0195,V042,27-08-2025,14-10-2025,363
PO101500,M0117,V003,29-03-2025,21-04-2025,112
