shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier
S502515,PO100212,08-06-2025,314,Local
S502516,PO101658,21-05-2025,79,DHL
S502517,PO101741,03-08-2025,212,FedEx
S502518,PO100928,21-06-2025,8,FedEx
S502519,PO100751,19-12-2025,159,Sea
S502520,PO101417,04-03-2025,268,Sea
S502521,PO102386,07-03-2025,149,FedEx
S502522,PO101821,24-02-2025,350,Sea
S502523,PO101045,14-05-2025,91,FedEx
S502524,PO101794,28-01-2025,236,DHL
S502525,PO101892,30-07-2025,289,UPS
S502526,PO100104,16-12-2025,356,Sea
S502527,PO101489,05-05-2025,168,Rail
S502528,PO101482,05-06-2025,193,Rail
S502529,PO101455,18-01-2026,187,Rail
S502530,PO100769,16-08-2025,271,UPS
S502531,PO102763,24-05-2025,114,FedEx
S502532,PO102810,16-03-2025,385,FedEx
S502533,PO101959,07-08-2025,11,Local
S502534,PO102027,20-05-2026,55,Rail
S502535,PO100378,07-09-2025,258,Rail
S502536,PO100712,29-05-2025,65,FedEx
S502537,PO101372,12-10-2025,172,Rail
S502538,PO100224,14-02-2025,272,FedEx
S502539,PO101737,21-03-2025,150,FedEx
S502540,PO100737,24-08-2025,362,Sea
S502541,PO100235,09-06-2025,146,FedEx
S502542,PO100182,30-12-2025,209,DHL
S502543,PO100711,18-05-2025,286,DHL
S502544,PO101892,03-08-2025,10,DHL
S502545,PO102491,23-02-2025,227,DHL
S502546,PO101888,03-08-2025,186,UPS
S502547,PO100622,04-04-2025,62,Local
S502548,PO101259,06-05-2025,85,Local
S502549,PO101150,13-07-2025,134,FedEx
S502550,PO100748,12-12-2025,323,Rail
S502551,PO102202,09-05-2025,297,DHL
S502552,PO102304,01-01-2026,171,Local
S502553,PO102282,16-05-2025,213,Local
S502554,PO102547,25-04-2025,18,DHL
S502555,PO102336,24-03-2025,314,UPS
S502556,PO100509,09-08-2025,60,UPS
S502557,PO101575,21-02-2025,88,Local
S502558,PO101823,23-08-2025,27,UPS
S502559,PO102756,17-05-2025,68,Sea
S502560,PO100784,22-02-2025,278,DHL
S502561,PO102941,08-06-2025,40,Local
S502562,PO102823,09-04-2025,109,DHL
S502563,PO102345,20-07-2025,74,UPS
S502564,PO100136,22-05-2025,66,DHL
S502565,PO102423,25-04-2025,168,UPS
S502566,PO102134,06-07-2025,262,UPS
S502567,PO101777,25-03-2025,368,DHL
S502568,PO101222,26-04-2025,274,UPS
S502569,PO102484,18-04-2025,337,Sea
S502570,PO101333,09-12-2026,358,FedEx
S502571,PO101777,30-03-2025,237,DHL
S502572,PO101304,03-05-2025,215,FedEx
S502573,PO100763,21-08-2025,366,DHL
S502574,PO100701,10-03-2025,286,UPS
S502575,PO102989,11-10-2025,378,UPS
S502576,PO100151,12-03-2025,149,Local
S502577,PO101325,13-03-2025,318,Sea
S502578,PO101301,22-01-2026,394,Local
S502579,PO101711,28-01-2025,376,FedEx
S502580,PO101031,31-05-2025,107,UPS
S502581,PO100806,12-01-2026,141,Local
S502582,PO100234,06-02-2025,76,UPS
S502583,PO102722,31-07-2025,9,DHL
S502584,PO100560,28-06-2025,196,Local
S502585,PO101325,23-02-2025,295,FedEx
S502586,PO100037,30-01-2025,280,Local
S502587,PO101159,09-01-2025,381,UPS
S502588,PO102869,04-04-2025,118,Rail
S502589,PO100420,19-05-2025,290,Rail
S502590,PO101242,20-08-2025,61,Sea
S502591,PO100347,10-03-2025,389,UPS
S502592,PO101831,05-05-2025,335,DHL
S502593,PO101569,19-04-2025,306,Local
S502594,PO102795,20-05-2025,388,Rail
S502595,PO101918,03-05-2025,51,DHL
S502596,PO102320,14-12-2025,52,UPS
S502597,PO101901,26-01-2025,122,DHL
S502598,PO102355,09-02-2025,167,UPS
S502599,PO101397,23-04-2025,8,Sea
S502600,PO102780,04-03-2025,369,Local
S502601,PO101824,16-05-2025,45,DHL
S502602,PO102491,01-03-2025,344,Local
S502603,PO101228,01-06-2026,245,DHL
S502604,PO100404,30-03-2025,284,UPS
S502605,PO101721,22-02-2025,375,UPS
S502606,PO102900,24-02-2025,107,DHL
S502607,PO101220,29-04-2025,27,Sea
S502608,PO102825,25-09-2025,193,UPS
S502609,PO100114,23-06-2025,337,FedEx
S502610,PO101676,10-02-2025,357,FedEx
S502611,PO100064,05-03-2025,62,Local
S502612,PO101299,23-07-2025,62,FedEx
S502613,PO100824,05-05-2025,282,FedEx
S502614,PO102286,16-05-2025,121,Sea
S502615,PO102349,15-02-2025,280,Sea
S502616,PO101415,11-01-2026,39,Rail
S502617,PO100968,24-06-2025,380,Rail
S502618,PO100368,04-03-2025,277,Sea
S502619,PO100232,05-05-2025,94,Rail
S502620,PO102242,13-05-2025,115,Sea
S502621,PO100906,18-08-2025,176,Rail
S502622,PO100920,11-09-2025,121,UPS
S502623,PO100688,14-08-2025,13,Sea
S502624,PO100176,18-07-2025,387,Local
S502625,PO102264,11-06-2025,163,Local
S502626,PO101034,25-03-2025,275,Sea
S502627,PO101469,18-07-2025,398,FedEx
S502628,PO100629,17-02-2025,176,Local
S502629,PO100163,04-05-2025,337,FedEx
S502630,PO102100,05-12-2025,379,Local
S502631,PO102265,16-07-2025,324,DHL
S502632,PO100823,28-03-2025,173,DHL
S502633,PO102432,01-07-2026,275,Sea
S502634,PO100055,16-12-2025,64,Local
S502635,PO100117,30-03-2025,101,UPS
S502636,PO102947,27-04-2025,322,FedEx
S502637,PO100797,15-05-2025,66,Local
S502638,PO100779,09-06-2025,331,Sea
S502639,PO102850,30-06-2025,45,FedEx
S502640,PO102892,10-05-2025,87,Rail
S502641,PO101438,17-03-2025,67,Sea
S502642,PO101893,15-03-2025,259,Local
S502643,PO102902,17-03-2025,205,UPS
S502644,PO100707,06-09-2025,178,Rail
S502645,PO101103,17-01-2026,280,Sea
S502646,PO100021,28-02-2025,344,Local
S502647,PO101500,22-04-2025,17,DHL
S502648,PO100842,04-04-2025,296,Local
S502649,PO101760,07-05-2025,202,DHL
S502650,PO101116,07-03-2025,172,DHL
S502651,PO100191,08-10-2025,262,Sea
S502652,PO101018,14-11-2025,194,Local
S502653,PO101126,25-02-2025,149,Local
S502654,PO100395,30-11-2025,375,DHL
S502655,PO102687,12-04-2025,376,FedEx
S502656,PO101018,23-11-2025,35,Rail
S502657,PO100566,19-04-2025,369,UPS
S502658,PO100230,06-08-2025,29,Local
S502659,PO100873,04-05-2025,263,Rail
S502660,PO102621,31-10-2025,221,Rail
S502661,PO100239,11-02-2025,53,FedEx
S502662,PO100089,28-04-2025,279,Rail
S502663,PO102279,11-03-2025,353,Local
S502664,PO100456,17-02-2025,392,Sea
S502665,PO102280,07-03-2025,76,Sea
S502666,PO100353,31-03-2025,176,Rail
S502667,PO101004,11-05-2025,10,Local
S502668,PO101356,06-12-2025,117,Local
S502669,PO100438,27-07-2025,280,DHL
S502670,PO101398,31-05-2025,218,FedEx
S502671,PO100344,25-04-2025,175,UPS
S502672,PO102711,24-04-2025,234,DHL
S502673,PO100656,24-02-2025,252,UPS
S502674,PO102177,10-05-2025,295,Local
S502675,PO102188,29-07-2025,322,Sea
S502676,PO102462,19-06-2025,6,DHL
S502677,PO101116,26-02-2025,21,Rail
S502678,PO100625,17-03-2025,73,Rail
S502679,PO100283,12-03-2025,330,UPS
S502680,PO101979,12-08-2025,36,Local
S502681,PO101678,30-01-2025,387,Sea
S502682,PO100222,09-02-2025,233,UPS
S502683,PO100743,25-03-2025,216,Sea
S502684,PO100462,21-07-2025,206,FedEx
S502685,PO101568,05-07-2025,44,Sea
S502686,PO101705,11-03-2025,91,Rail
S502687,PO101163,23-08-2025,316,DHL
S502688,PO102404,13-06-2025,93,DHL
S502689,PO101736,18-04-2025,,DHL
S502690,PO101046,19-02-2025,83,Sea
S502691,PO102906,16-04-2026,333,Rail
S502692,PO100664,18-02-2025,282,Sea
S502693,PO101356,25-11-2025,21,Local
S502694,PO101014,08-08-2025,228,Rail
S502695,PO102132,22-04-2025,376,Rail
S502696,PO102668,22-07-2025,130,Sea
S502697,PO101054,06-03-2027,175,Sea
S502698,PO101764,14-03-2025,108,DHL
S502699,PO102287,16-03-2025,283,Rail
S502700,PO101913,10-03-2025,71,DHL
S502701,PO100362,27-04-2025,50,Local
S502702,PO102869,04-04-2025,95,FedEx
S502703,PO101412,10-03-2025,279,DHL
S502704,PO100667,07-03-2025,397,Sea
S502705,PO101880,28-07-2025,337,UPS
S502706,PO101394,09-03-2025,132,FedEx
S502707,PO100098,24-01-2025,398,Local
S502708,PO102094,16-03-2025,276,Sea
S502709,PO102886,19-04-2025,380,FedEx
S502710,PO100421,23-08-2025,13,Sea
S502711,PO101503,11-03-2025,3,DHL
S502712,PO100061,02-04-2025,224,Sea
S502713,PO101132,17-01-2025,175,Local
S502714,PO101702,29-03-2025,387,UPS
S502715,PO100597,09-03-2025,385,DHL
S502716,PO100391,01-05-2025,90,DHL
S502717,PO101075,25-04-2025,241,Local
S502718,PO102650,02-04-2025,35,Local
S502719,PO101312,11-05-2025,14,FedEx
S502720,PO102029,30-06-2025,195,UPS
S502721,PO102384,13-04-2025,397,Sea
S502722,PO100809,24-01-2025,306,FedEx
S502723,PO101405,09-04-2025,334,Sea
S502724,PO102799,02-03-2025,213,Sea
S502725,PO101159,01-02-2025,3,Sea
S502726,PO101531,12-05-2025,179,FedEx
S502727,PO101385,12-03-2025,40,DHL
S502728,PO100880,27-02-2025,164,Local
S502729,PO101599,06-11-2025,307,DHL
S502730,PO102682,03-02-2025,235,UPS
S502731,PO100253,22-03-2025,257,FedEx
S502732,PO102067,12-03-2025,360,UPS
S502733,PO102575,25-05-2025,391,Local
S502734,PO101168,03-03-2025,373,Local
S502735,PO101231,08-03-2025,116,Rail
S502736,PO102423,23-04-2025,52,UPS
S502737,PO100165,28-04-2025,376,DHL
S502738,PO101573,19-10-2025,395,UPS
S502739,PO102908,27-03-2025,142,FedEx
S502740,PO100616,18-02-2025,86,Local
S502741,PO102659,25-06-2025,46,Local
S502742,PO101625,12-07-2025,332,UPS
S502743,PO100502,07-04-2025,238,UPS
S502744,PO100912,21-05-2025,10,Sea
S502745,PO102126,03-06-2025,152,UPS
S502746,PO100584,13-05-2025,61,Sea
S502747,PO101958,20-06-2025,18,FedEx
S502748,PO102735,26-07-2025,86,FedEx
S502749,PO100395,03-12-2025,137,DHL
S502750,PO101631,10-05-2025,230,UPS
S502751,PO101880,17-07-2025,128,DHL
S502752,PO100401,14-11-2025,104,Rail
S502753,PO100974,31-01-2025,186,FedEx
S502754,PO100223,15-04-2025,397,Local
S502755,PO100517,03-09-2025,178,Sea
S502756,PO102681,12-09-2025,357,Rail
S502757,PO100235,10-06-2025,6,Local
S502758,PO100115,02-11-2025,341,Rail
S502759,PO100225,04-05-2025,307,DHL
S502760,PO102277,28-05-2025,36,DHL
S502761,PO100181,08-03-2025,327,Sea
S502762,PO101341,11-04-2025,356,FedEx
S502763,PO100209,18-03-2025,281,Sea
S502764,PO101415,01-01-2026,395,Local
S502765,PO102143,21-03-2025,300,Rail
S502766,PO100893,03-04-2025,14,Sea
S502767,PO101881,12-09-2025,237,UPS
S502768,PO102803,28-02-2026,285,UPS
S502769,PO101109,10-02-2025,330,FedEx
S502770,PO102462,22-06-2025,50,Sea
S502771,PO102026,26-07-2025,261,Local
S502772,PO100393,06-09-2025,110,UPS
S502773,PO102743,25-02-2025,197,FedEx
S502774,PO100843,13-04-2026,,Sea
S502775,PO101524,30-03-2025,252,FedEx
S502776,PO100603,18-02-2025,88,Local
S502777,PO100581,09-06-2026,313,UPS
S502778,PO102042,30-05-2025,26,UPS
S502779,PO101939,10-02-2025,262,UPS
S502780,PO100132,10-03-2025,144,DHL
S502781,PO102838,23-08-2025,60,UPS
S502782,PO102696,11-05-2025,356,Rail
S502783,PO102268,23-04-2025,268,DHL
S502784,PO100975,27-03-2025,75,Sea
S502785,PO101813,14-02-2025,3,DHL
S502786,PO101543,09-03-2025,63,DHL
S502787,PO102835,19-12-2025,236,DHL
S502788,PO102738,16-02-2026,229,FedEx
S502789,PO101357,28-03-2025,390,Rail
S502790,PO100038,08-07-2025,275,Local
S502791,PO101316,09-05-2025,18,UPS
S502792,PO102737,05-06-2025,80,DHL
S502793,PO100161,18-05-2025,215,Local
S502794,PO101909,06-03-2025,171,FedEx
S502795,PO101127,16-05-2025,329,Local
S502796,PO102208,23-03-2025,,DHL
S502797,PO101658,07-05-2025,,Sea
S502798,PO101963,17-04-2025,126,Rail
S502799,PO101057,14-04-2025,255,Local
S502800,PO102289,10-04-2025,72,DHL
S502801,PO100966,09-08-2025,38,DHL
S502802,PO100889,21-03-2025,324,UPS
S502803,PO102160,09-06-2025,204,Sea
S502804,PO102365,07-03-2025,172,UPS
S502805,PO102070,05-08-2025,223,Sea
S502806,PO102871,16-01-2026,217,Rail
S502807,PO102748,19-09-2025,245,UPS
S502808,PO101666,26-03-2025,336,Rail
S502809,PO101441,09-03-2025,191,FedEx
S502810,PO101067,21-02-2025,298,FedEx
S502811,PO100127,26-09-2025,320,Sea
S502812,PO102923,20-02-2025,182,Sea
S502813,PO100157,07-08-2025,334,UPS
S502814,PO100826,30-03-2025,383,FedEx
S502815,PO101890,05-03-2025,205,Local
S502816,PO102899,22-02-2025,361,Local
S502817,PO100511,20-04-2025,199,Local
S502818,PO102092,17-03-2025,332,FedEx
S502819,PO102266,23-06-2025,165,Local
S502820,PO100442,02-04-2025,242,Rail
S502821,PO102362,19-03-2025,,DHL
S502822,PO102224,25-01-2025,130,Sea
S502823,PO102275,26-05-2025,227,UPS
S502824,PO101726,11-05-2025,122,Rail
S502825,PO102006,16-04-2025,44,Local
S502826,PO101695,19-02-2025,196,DHL
S502827,PO100266,10-07-2025,358,UPS
S502828,PO102917,23-09-2025,204,Rail
S502829,PO100837,30-04-2025,318,UPS
S502830,PO100488,19-01-2026,257,Sea
S502831,PO100701,06-03-2025,17,FedEx
S502832,PO100686,29-05-2025,272,Local
S502833,PO100995,06-02-2025,9,Rail
S502834,PO100356,07-03-2025,249,Rail
S502835,PO100871,04-03-2025,,DHL
S502836,PO101973,16-04-2025,59,DHL
S502837,PO102251,09-11-2025,375,DHL
S502838,PO100551,01-10-2025,393,UPS
S502839,PO101810,30-06-2025,140,Local
S502840,PO100322,30-06-2025,119,UPS
S502841,PO102641,22-02-2025,41,Local
S502842,PO102228,18-04-2025,399,Rail
S502843,PO102546,13-02-2025,322,UPS
S502844,PO100082,14-03-2025,331,UPS
S502845,PO102350,24-06-2025,,UPS
S502846,PO100261,13-08-2026,8,FedEx
S502847,PO100783,11-04-2025,183,Sea
S502848,PO101223,24-02-2026,134,Local
S502849,PO100913,27-04-2025,181,Local
S502850,PO102739,19-02-2025,355,UPS
S502851,PO100943,25-08-2025,72,FedEx
S502852,PO102730,30-06-2025,113,UPS
S502853,PO101318,25-02-2025,107,Local
S502854,PO101535,02-03-2025,290,Sea
S502855,PO100688,24-08-2025,,Sea
S502856,PO102443,24-08-2025,117,Rail
S502857,PO101772,18-10-2025,120,FedEx
S502858,PO100838,20-05-2025,147,Sea
S502859,PO100877,18-05-2025,327,FedEx
S502860,PO102870,20-11-2025,210,UPS
S502861,PO100048,13-05-2025,296,Rail
S502862,PO102836,29-09-2026,398,Local
S502863,PO100292,27-08-2025,103,Sea
S502864,PO101651,08-04-2025,124,Sea
S502865,PO100535,20-01-2026,245,DHL
S502866,PO100310,17-03-2025,379,Local
S502867,PO100536,16-09-2025,356,Sea
S502868,PO101926,08-06-2025,209,Sea
S502869,PO102686,17-02-2025,,Local
S502870,PO100233,03-05-2025,314,Rail
S502871,PO101232,14-04-2025,109,FedEx
S502872,PO102652,23-04-2025,377,Local
S502873,PO102141,05-06-2025,348,FedEx
S502874,PO102374,25-07-2025,50,Rail
S502875,PO102272,23-05-2025,105,Rail
S502876,PO100966,02-08-2025,373,UPS
S502877,PO100889,19-03-2025,27,DHL
S502878,PO102058,18-05-2025,288,Rail
S502879,PO100034,08-03-2026,257,Rail
S502880,PO100446,19-07-2026,273,FedEx
S502881,PO101763,21-04-2025,137,Rail
S502882,PO102488,25-05-2025,340,Local
S502883,PO102700,30-05-2025,301,UPS
S502884,PO101558,24-08-2025,322,UPS
S502885,PO100594,17-10-2025,32,Local
S502886,PO102025,27-03-2025,45,Sea
S502887,PO102276,14-07-2025,265,Rail
S502888,PO100343,21-03-2025,30,DHL
S502889,PO101103,17-01-2026,84,Rail
S502890,PO101419,24-12-2025,166,UPS
S502891,PO101313,17-08-2025,316,DHL
S502892,PO101478,03-09-2025,1,Sea
S502893,PO101151,07-10-2025,249,FedEx
S502894,PO102956,04-08-2025,261,FedEx
S502895,PO101921,12-01-2025,63,Rail
S502896,PO101382,17-03-2026,164,Rail
S502897,PO102574,10-03-2025,321,DHL
S502898,PO102122,25-03-2026,334,DHL
S502899,PO101569,16-04-2025,201,Sea
S502900,PO101894,03-05-2025,222,Rail
S502901,PO102243,23-11-2026,152,UPS
S502902,PO101866,08-03-2025,132,FedEx
S502903,PO100028,07-06-2025,114,Sea
S502904,PO100705,16-08-2026,217,DHL
S502905,PO101020,22-06-2025,196,UPS
S502906,PO102063,16-04-2025,281,Rail
S502907,PO101446,29-07-2025,202,Local
S502908,PO102852,22-03-2025,135,DHL
S502909,PO102987,31-03-2025,234,Sea
S502910,PO101659,01-04-2025,141,Local
S502911,PO100966,27-07-2025,196,UPS
S502912,PO102276,04-07-2025,43,FedEx
S502913,PO102762,17-06-2025,57,UPS
S502914,PO100572,26-03-2025,142,FedEx
S502915,PO101606,30-01-2025,210,UPS
S502916,PO100614,16-10-2025,,DHL
S502917,PO100325,17-07-2025,224,DHL
S502918,PO102922,30-08-2025,27,Sea
S502919,PO100358,26-12-2025,128,Local
S502920,PO101810,16-07-2025,106,UPS
S502921,PO102371,08-10-2025,165,UPS
S502922,PO101721,17-02-2025,215,Local
S502923,PO101349,11-02-2025,71,Rail
S502924,PO100164,21-01-2025,204,Sea
S502925,PO101596,27-03-2025,153,UPS
S502926,PO101627,05-04-2025,67,Sea
S502927,PO102845,05-03-2025,90,UPS
S502928,PO102502,19-05-2025,260,UPS
S502929,PO101176,31-08-2025,362,Rail
S502930,PO101150,08-07-2025,228,DHL
S502931,PO100192,15-11-2025,79,Sea
S502932,PO102674,19-11-2025,96,Local
S502933,PO102577,12-06-2025,349,Sea
S502934,PO100091,24-07-2025,330,Rail
S502935,PO100138,29-03-2025,382,FedEx
S502936,PO100480,21-05-2025,246,FedEx
S502937,PO102496,29-05-2025,272,Rail
S502938,PO101356,02-12-2025,157,Rail
S502939,PO102916,12-07-2025,116,DHL
S502940,PO100339,20-02-2025,18,Sea
S502941,PO101075,16-04-2025,172,Sea
S502942,PO102513,06-05-2025,16,FedEx
S502943,PO102765,11-02-2026,240,Local
S502944,PO100798,10-07-2025,386,Sea
S502945,PO100474,15-05-2025,56,UPS
S502946,PO102448,26-02-2025,79,UPS
S502947,PO101462,24-02-2025,103,DHL
S502948,PO100604,18-02-2025,284,DHL
S502949,PO102979,13-03-2026,193,FedEx
S502950,PO102969,09-04-2025,5,Local
S502951,PO100820,30-08-2025,106,Local
S502952,PO102704,23-07-2025,278,Rail
S502953,PO100597,07-03-2025,373,DHL
S502954,PO101532,26-06-2025,100,Sea
S502955,PO100513,29-09-2025,238,UPS
S502956,PO101526,03-04-2025,269,Sea
S502957,PO101877,11-05-2025,321,UPS
S502958,PO101699,21-04-2025,86,FedEx
S502959,PO101029,10-09-2025,320,UPS
S502960,PO100499,07-08-2026,32,Sea
S502961,PO101684,04-02-2025,336,Sea
S502962,PO100716,05-09-2025,51,Local
S502963,PO101141,19-03-2025,79,Local
S502964,PO101508,18-06-2025,186,DHL
S502965,PO102648,19-03-2025,174,Sea
S502966,PO100665,13-03-2025,106,FedEx
S502967,PO102515,25-12-2025,63,UPS
S502968,PO102208,02-04-2025,76,DHL
S502969,PO102317,31-03-2025,316,Rail
S502970,PO101079,29-01-2026,321,Rail
S502971,PO100227,20-05-2025,373,UPS
S502972,PO102896,08-05-2025,81,UPS
S502973,PO100148,16-02-2025,361,UPS
S502974,PO101069,22-03-2025,128,Local
S502975,PO101167,28-05-2025,183,UPS
S502976,PO100631,25-11-2025,243,Rail
S502977,PO101363,23-05-2025,185,UPS
S502978,PO100412,11-03-2026,220,Sea
S502979,PO101755,28-07-2025,71,FedEx
S502980,PO100519,17-03-2025,342,Rail
S502981,PO101367,28-11-2025,154,FedEx
S502982,PO102434,16-03-2026,245,Rail
S502983,PO102322,06-06-2025,140,DHL
S502984,PO102400,27-02-2025,71,Sea
S502985,PO101102,07-11-2025,46,Rail
S502986,PO100597,13-03-2025,47,Sea
S502987,PO101659,19-03-2025,79,Rail
S502988,PO101685,17-10-2025,149,FedEx
S502989,PO102605,01-05-2025,398,FedEx
S502990,PO102160,22-06-2025,130,Rail
S502991,PO102188,12-07-2025,127,Rail
S502992,PO101924,17-08-2025,365,Local
S502993,PO100729,27-02-2025,119,Sea
S502994,PO100588,28-02-2025,357,Sea
S502995,PO102458,21-05-2025,262,Sea
S502996,PO100376,28-09-2025,244,Sea
S502997,PO101407,29-04-2025,382,DHL
S502998,PO101869,09-07-2025,103,DHL
S502999,PO100750,10-02-2025,37,UPS
S503000,PO100626,05-05-2025,142,Rail
S503001,PO101629,15-04-2025,37,Rail
S503002,PO100994,29-03-2025,8,Rail
S503003,PO101583,13-04-2025,231,Rail
S503004,PO100702,16-03-2025,333,Sea
S503005,PO102509,21-10-2025,397,Sea
S503006,PO102059,02-06-2025,296,DHL
S503007,PO101179,02-05-2025,107,FedEx
S503008,PO100476,10-03-2025,348,Local
S503009,PO102986,02-02-2025,18,Sea
S503010,PO100400,31-03-2025,313,Sea
S503011,PO102855,30-05-2025,83,Sea
S503012,PO102224,14-01-2025,288,FedEx
S503013,PO100056,10-03-2025,194,FedEx
S503014,PO101875,19-05-2025,215,DHL
S503015,PO100447,29-07-2025,281,Sea
S503016,PO100202,02-02-2025,220,Local
S503017,PO101656,18-06-2025,289,Rail
S503018,PO100737,27-08-2025,344,Sea
S503019,PO100201,18-03-2025,194,DHL
S503020,PO101353,03-08-2025,158,DHL
S503021,PO102410,10-07-2025,104,Local
S503022,PO100891,11-09-2025,34,UPS
S503023,PO102501,13-07-2025,102,DHL
S503024,PO102403,17-04-2025,127,FedEx
S503025,PO100215,24-03-2025,214,FedEx
S503026,PO102602,16-08-2025,325,Rail
S503027,PO102934,16-07-2025,296,DHL
S503028,PO100022,04-04-2025,179,Rail
S503029,PO102202,23-04-2025,80,DHL
S503030,PO101209,09-02-2027,141,Local
S503031,PO102296,05-04-2025,31,Sea
S503032,PO100748,12-12-2025,372,DHL
S503033,PO100804,23-04-2025,,UPS
S503034,PO100133,22-04-2025,48,FedEx
S503035,PO100320,08-06-2025,87,Local
S503036,PO102437,16-03-2025,304,Sea
S503037,PO100433,03-02-2025,61,Sea
S503038,PO101045,08-05-2025,396,FedEx
S503039,PO100872,16-06-2025,334,Sea
S503040,PO102905,30-01-2025,274,Rail
S503041,PO102098,20-08-2025,284,Local
S503042,PO102223,19-03-2025,80,UPS
S503043,PO102917,30-09-2025,180,FedEx
S503044,PO100252,29-09-2025,272,DHL
S503045,PO100965,15-04-2025,77,DHL
S503046,PO100738,14-04-2025,221,DHL
S503047,PO101129,14-03-2025,393,Local
S503048,PO101339,02-02-2025,282,UPS
S503049,PO100301,16-05-2025,28,Sea
S503050,PO102595,18-08-2025,361,UPS
S503051,PO101977,02-05-2025,77,UPS
S503052,PO102763,17-05-2025,164,FedEx
S503053,PO102826,01-08-2025,9,Local
S503054,PO102315,15-02-2025,175,DHL
S503055,PO100550,29-04-2025,307,FedEx
S503056,PO101478,23-08-2025,76,Sea
S503057,PO101315,15-05-2025,245,UPS
S503058,PO101587,05-04-2025,122,DHL
S503059,PO101822,17-05-2025,185,Local
S503060,PO101824,15-05-2025,32,Rail
S503061,PO101164,17-02-2025,250,UPS
S503062,PO100313,05-03-2026,57,UPS
S503063,PO100183,10-10-2025,310,UPS
S503064,PO101687,05-06-2025,372,UPS
S503065,PO100712,03-06-2025,144,DHL
S503066,PO102175,04-09-2025,318,Local
S503067,PO101310,09-03-2025,84,FedEx
S503068,PO102747,14-03-2025,56,DHL
S503069,PO102433,15-03-2025,279,Local
S503070,PO100270,03-08-2025,,FedEx
S503071,PO101794,01-02-2025,166,UPS
S503072,PO100810,06-06-2026,158,Local
S503073,PO102462,23-06-2025,249,UPS
S503074,PO100197,25-11-2025,186,Local
S503075,PO101079,07-02-2026,78,Sea
S503076,PO102878,28-05-2025,22,Rail
S503077,PO101226,24-03-2025,108,UPS
S503078,PO101644,20-02-2025,273,UPS
S503079,PO100627,14-08-2025,252,UPS
S503080,PO100603,12-02-2025,15,Sea
S503081,PO101161,18-02-2025,370,DHL
S503082,PO101445,06-04-2025,304,FedEx
S503083,PO101080,21-08-2025,160,UPS
S503084,PO101585,04-03-2025,205,UPS
S503085,PO102118,18-02-2025,113,DHL
S503086,PO100910,10-06-2025,168,DHL
S503087,PO100593,10-03-2025,353,Rail
S503088,PO101395,11-10-2025,253,Local
S503089,PO100599,11-02-2025,186,UPS
S503090,PO100513,27-09-2025,347,Local
S503091,PO101895,30-07-2025,227,DHL
S503092,PO102131,25-02-2025,16,DHL
S503093,PO101066,04-03-2025,156,Rail
S503094,PO102886,26-04-2025,354,FedEx
S503095,PO101957,08-04-2025,111,Sea
S503096,PO102653,26-02-2025,1,Sea
S503097,PO100809,06-02-2025,41,Sea
S503098,PO102180,25-03-2025,48,DHL
S503099,PO101088,25-08-2026,108,UPS
S503100,PO100289,25-05-2025,161,Rail
S503101,PO102423,30-04-2025,161,FedEx
S503102,PO100768,10-04-2025,359,Sea
S503103,PO102514,12-06-2025,128,Rail
S503104,PO100470,21-02-2025,210,DHL
S503105,PO102196,06-04-2025,151,Sea
S503106,PO100087,08-06-2025,255,FedEx
S503107,PO102443,27-08-2025,218,Local
S503108,PO100789,30-01-2026,30,FedEx
S503109,PO101664,25-09-2026,45,UPS
S503110,PO101309,29-08-2025,80,Sea
S503111,PO100864,05-05-2025,39,Sea
S503112,PO101293,17-06-2025,240,Local
S503113,PO100023,10-03-2025,45,Local
S503114,PO101886,08-02-2025,78,Sea
S503115,PO100310,19-03-2025,337,UPS
S503116,PO101484,14-04-2025,396,Local
S503117,PO101231,26-02-2025,349,DHL
S503118,PO102711,24-04-2025,288,Sea
S503119,PO102485,16-06-2026,280,FedEx
S503120,PO100705,09-08-2026,116,FedEx
S503121,PO101359,04-06-2025,269,UPS
S503122,PO100421,31-08-2025,335,DHL
S503123,PO101773,31-01-2026,312,Local
S503124,PO102368,08-03-2025,53,Sea
S503125,PO102634,12-07-2025,68,FedEx
S503126,PO100946,06-02-2025,182,FedEx
S503127,PO101186,12-07-2025,,FedEx
S503128,PO101834,05-08-2025,284,FedEx
S503129,PO101564,10-09-2025,306,Rail
S503130,PO100848,03-05-2025,386,UPS
S503131,PO101589,28-07-2025,249,Local
S503132,PO101318,06-02-2025,111,Sea
S503133,PO102089,07-05-2025,94,Sea
S503134,PO101947,19-02-2025,179,Sea
S503135,PO101308,19-04-2025,47,Local
S503136,PO102986,20-01-2025,282,UPS
S503137,PO100386,16-03-2025,340,DHL
S503138,PO102035,02-04-2025,362,UPS
S503139,PO101161,08-02-2025,92,FedEx
S503140,PO102025,08-03-2025,376,FedEx
S503141,PO102957,08-10-2025,212,UPS
S503142,PO100715,18-01-2026,75,UPS
S503143,PO102478,01-05-2025,378,Local
S503144,PO102601,30-01-2025,202,Local
S503145,PO102847,29-03-2025,297,Rail
S503146,PO100425,16-05-2025,308,Sea
S503147,PO101439,01-07-2025,211,Rail
S503148,PO102073,25-09-2025,338,Sea
S503149,PO100384,25-06-2025,134,FedEx
S503150,PO100055,30-11-2025,330,Rail
